"ParentStopAreaCode","ChildStopAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"910GGRATELY","190G32","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GGRAYS","159G0060002","2008-12-19T11:03:00","2008-12-19T11:03:00",0,"new"
"910GGRMSBYD","228GFREEMAN1","2009-01-15T15:10:00","2009-01-15T15:10:00",0,"new"
"910GGRMSBYT","228GBETHLEH1","2009-03-09T15:07:00","2009-03-09T15:07:00",0,"new"
"910GGRMSBYT","228GBETHLEH2","2009-03-09T15:07:00","2009-03-09T15:07:00",0,"new"
"910GGRMSBYT","228GBETHLEH3","2009-03-09T15:07:00","2009-03-09T15:07:00",0,"new"
"910GGRMSBYT","228GGYTC","2010-02-19T14:16:00","2010-02-19T14:16:00",0,"new"
"910GGRMSBYT","228GTOWNRAIL","2009-01-15T15:13:00","2009-01-15T15:13:00",0,"new"
"910GGRNDLFD","100G00011956","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GGRPK","490G01120W1","","",,"new"
"910GGRSTH","210G2941","","",,"new"
"910GGRVPK","490G01124B","","",,"new"
"910GGRVSEND","240GA018240A","2009-11-19T11:46:00","2009-11-19T11:46:00",0,"new"
"910GGRVSEND","240GA018250A","2009-04-08T16:47:00","2009-04-08T16:47:00",0,"new"
"910GGRVSEND","240GA018260A","2009-04-08T16:48:00","2009-04-08T16:48:00",0,"new"
"910GGRVSEND","240GA018290A","2009-04-08T16:48:00","2009-04-08T16:48:00",0,"new"
"910GGRVSEND","240GA018400A","2009-11-19T11:54:00","2009-11-19T11:54:00",0,"new"
"910GGRVSEND","240GA018680A","2009-04-08T16:48:00","2009-04-08T16:48:00",0,"new"
"910GGTBNTLY","150G00002672","","",,"new"
"910GGTCHSFD","150G00001369","","",,"new"
"910GGTCOATS","228GGTCOATE3","2009-01-15T15:20:00","2009-01-15T15:20:00",0,"new"
"910GGTHM","270G02701781","","",,"new"
"910GGTHM","270GLGC00005","","",,"new"
"910GGTMSNDN","040G00002048","2007-05-10T00:00:00","2007-05-10T00:00:00",,"new"
"910GGTMSNDN","040G00002049","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GGTMSNDN","040G00002052","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GGTWK","440GCY0342","2009-07-13T15:07:00","2009-07-13T15:07:00",0,"new"
"910GGTWK","440GCY0348","2009-07-13T15:07:00","2009-07-13T15:07:00",0,"new"
"910GGUILDFD","400G4407132A","2009-03-17T11:29:00","2009-03-17T11:29:00",0,"new"
"910GGUILDFD","400G4407133B","2009-03-17T11:29:00","2009-03-17T11:29:00",0,"new"
"910GGUILDFD","400G4407985A","2009-03-17T11:30:00","2009-03-17T11:30:00",0,"new"
"910GGUNTON","290G1036","2009-01-15T15:35:00","2009-01-15T15:35:00",,"new"
"910GGUNTON","290GT121","2009-03-09T10:40:57","2009-03-09T10:40:57",,"new"
"910GHABRO","228GHABINTER","2009-01-15T15:50:00","2009-01-15T15:50:00",0,"new"
"910GHACKNYC","490G01127JA","","",,"new"
"910GHACKNYW","490G01129A","","",,"new"
"910GHADFILD","100GDH001154","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GHADISCO","290G4014","2009-02-24T13:02:06","2009-02-24T13:02:06",,"new"
"910GHADLYWD","490G01130W","","",,"new"
"910GHADMATP","040G00004432","2007-05-11T00:00:00","2007-05-11T00:00:00",,"new"
"910GHAKNYNM","490G01128M","","",,"new"
"910GHALG","249G00000154","2009-04-07T15:59:00","2009-04-07T15:59:00",0,"new"
"910GHALG","249G00000162","2009-04-07T15:59:00","2009-04-07T15:59:00",0,"new"
"910GHALSWTH","390G30165","2011-09-28T14:17:00","2011-09-28T14:17:00",,"new"
"910GHALSWTH","390G40564","2011-09-28T14:17:40","2011-09-28T14:17:40",,"new"
"910GHAMPTON","490G01132B","","",,"new"
"910GHAMWICK","490G01134B","","",,"new"
"910GHANDBRO","340G00487NR","2009-02-27T16:22:00","2009-02-27T16:22:00",0,"new"
"910GHANWELL","490G01135A","","",,"new"
"910GHARLSDN","490G00100N","","",,"new"
"910GHAROOTH","490G00102E","","",,"new"
"910GHAROOTH","490G00102N","","",,"new"
"910GHARWICH","150G00000014","","",,"new"
"910GHARWICH","150G00003276","","",,"new"
"910GHASLEMR","400G4411134A","2009-03-17T11:30:00","2011-03-03T10:41:00",2,"rev"
"910GHASOCKS","440GMS0179","2009-07-06T11:26:00","2009-07-27T08:03:00",2,"rev"
"910GHASOCKS","440GMS0402","2009-07-06T11:26:00","2009-07-06T11:26:00",0,"new"
"910GHASTING","140GHA0438","2009-07-28T10:17:00","2009-07-28T10:17:00",0,"new"
"910GHATFILD","210G912","","",,"new"
"910GHATFILD","210G914","","",,"new"
"910GHATHRSG","100G52478","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GHATHRSG","100G53521","2011-01-19T00:00:00","2011-01-19T00:00:00",,"new"
"910GHATHRSG","100GDH001913","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GHAVANT","190G60","2011-09-28T13:05:31","2011-09-28T13:05:31",,"new"
"910GHAVANT","190G62","2011-09-28T13:05:31","2011-09-28T13:05:31",,"new"
"910GHAVENHS","270G02701908","","",,"new"
"910GHAYESAH","490G01144N","","",,"new"
"910GHAYS","490G01145B","","",,"new"
"910GHBRN","240GA021280A","2009-04-08T16:48:00","2009-04-08T16:48:00",0,"new"
"910GHBRN","240GA061160R","2009-04-08T16:48:00","2009-04-08T16:48:00",0,"new"
"910GHBROOMS","240GA014150A","2009-11-13T10:27:00","2009-11-13T10:27:00",0,"new"
"910GHCRT","400G4405217A","2009-03-17T11:31:00","2009-03-17T11:31:00",0,"new"
"910GHDON","490G01148B","","",,"new"
"910GHEADCRN","240GA023070A","2008-03-13T11:54:00","2008-03-13T11:54:00",0,"new"
"910GHEDGEND","190G41","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GHEDSTNL","490G01146S","","",,"new"
"910GHEMLHMP","210G2783","","",,"new"
"910GHERNEH","490G01149L","","",,"new"
"910GHERNEH","490G15248C","","",,"new"
"910GHERSHAM","400G4405105A","2009-03-17T11:32:00","2009-03-17T11:32:00",0,"new"
"910GHERTFDE","210G589","","",,"new"
"910GHEVER","240GA061100R","2009-04-08T16:49:00","2009-04-08T16:49:00",0,"new"
"910GHEVER","910GHEVEBUS","2008-07-31T15:36:00","2008-07-31T15:36:00",0,"new"
"910GHEYFORD","340G002971","2009-05-01T11:44:00","2009-05-01T11:44:00",0,"new"
"910GHFDN","210G600","","",,"new"
"910GHFLPEVL","150G00003286","","",,"new"
"910GHGHI","490G00108B","","",,"new"
"910GHGHI","910GHIGHBYA","2009-02-26T15:41:00","2009-02-26T15:41:00",0,"new"
"910GHGHMSPK","490G01150N1","","",,"new"
"910GHIGM","240GA017380A","2009-04-08T16:49:00","2009-04-08T16:49:00",0,"new"
"910GHIGM","240GA060900R","2009-04-08T16:49:00","2009-04-08T16:49:00",0,"new"
"910GHINCKLY","260G10399","2009-03-04T00:00:00","2009-03-04T00:00:00",,"new"
"910GHINCKLY","260GCC10340","2009-03-04T00:00:00","2009-03-04T00:00:00",,"new"
"910GHINCKLY","260GCC16101","2009-06-25T00:00:00","2009-06-25T00:00:00",,"new"
"910GHINCKLY","260GCC16102A","2009-06-25T00:00:00","2009-06-25T00:00:00",,"new"
"910GHITCHIN","210G1795","","",,"new"
"910GHITCHIN","210G1796","","",,"new"
"910GHLDNBRO","240GA035410A","2009-04-08T16:49:00","2009-04-08T16:49:00",0,"new"
"910GHLMW","400G4408071A","2009-03-17T11:33:00","2009-03-17T11:33:00",0,"new"
"910GHMPDNPK","140GRA0025","2011-04-01T11:54:00","2011-04-01T11:54:00",0,"new"
"910GHMST","240GA024250A","2009-04-08T16:50:00","2009-04-08T16:50:00",0,"new"
"910GHNCHLYW","400G4405079A","2009-03-17T11:33:00","2009-03-17T11:33:00",0,"new"
"910GHNCHLYW","400G4405164A","2009-03-17T11:34:00","2009-03-17T11:34:00",0,"new"
"910GHNLYOT","340G00270STN","2009-05-01T11:45:00","2009-05-01T11:45:00",0,"new"
"910GHNLYOT","340G01521","2010-03-31T17:08:00","2010-03-31T17:08:00",0,"new"
"910GHNLYOT","340G03223","2010-03-31T17:08:00","2010-03-31T17:08:00",0,"new"
"910GHNTNGDN","050GHU012090","2010-04-30T00:00:00","2010-04-30T00:00:00",,"new"
"910GHOCKLEY","150G00000248","","",,"new"
"910GHONROPK","490G01154E","","",,"new"
"910GHOOK","190G36","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GHOPD","100GDHRS1103","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GHORLEY","400G4409007A","2009-03-17T11:35:00","2009-03-17T11:35:00",0,"new"
"910GHORSHAM","440GHO0178","2009-07-06T11:26:00","2009-07-06T11:26:00",0,"new"
"910GHORSHAM","440GHO0180","2009-07-06T11:26:00","2009-07-06T11:26:00",0,"new"
"910GHOUNSLW","490G01156A","","",,"new"
"910GHOVE","149G00007680","2009-04-06T15:11:00","2009-04-06T15:11:00",0,"new"
"910GHOWWOOD","210G2341","","",,"new"
"910GHOXTON","490G05737N","","",,"new"
"910GHRGY","490G01138S","","",,"new"
"910GHRGYGL","490G01139HO","","",,"new"
"910GHRLDWOD","490G01137B","","",,"new"
"910GHRLG","021G20088","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GHRLG","021G20092","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GHRLNGRD","290G32538","2009-02-24T13:11:33","2009-02-24T13:11:33",,"new"
"910GHRLWMIL","150G00000778","","",,"new"
"910GHRLWTWN","150G00000845","","",,"new"
"910GHRNEBAY","240GA041200A","2009-04-08T16:50:00","2009-04-08T16:50:00",0,"new"
"910GHRNSY","490G01155A","","",,"new"
"910GHROW","910GHROWDC","2009-02-26T15:37:00","2009-02-26T15:37:00",0,"new"
"910GHROWDC","490G00101J","","",,"new"
"910GHROWDC","490G15249M","","",,"new"
"910GHRPNDN","210G1964","","",,"new"
"910GHRPNDN","210G1967","","",,"new"
"910GHRSLEY","400G4407296A","2009-03-17T11:36:00","2009-03-17T11:36:00",0,"new"
"910GHRSM","240GA021490A","2009-04-08T16:51:00","2009-04-08T16:51:00",0,"new"
"910GHRSM","240GA061170R","2009-04-08T16:50:00","2009-04-08T16:50:00",0,"new"
"910GHRSTGRN","400G4410202A","2009-03-17T11:36:00","2009-03-17T11:36:00",0,"new"
"910GHRSTGRN","400G4410203A","2009-03-17T11:36:00","2009-03-17T11:36:00",0,"new"
"910GHTCHEND","490G01142A","","",,"new"
"910GHTHRGRN","490G01152S","","",,"new"
"910GHUCKNAL","330GAS0054","2008-10-24T11:25:00","2008-10-24T11:25:00",0,"new"
"910GHUCKNAL","940GZZNOHKL","2009-02-26T15:21:00","2009-02-26T15:21:00",0,"new"
"910GHUNGRFD","030G53320001","2009-03-20T13:54:00","2009-03-20T13:54:00",0,"new"
"910GHUNGRFD","030G54600001","2009-03-20T13:54:00","2009-03-20T13:54:00",0,"new"
"910GHWYCOMB","040G00002971","2010-10-26T00:00:00","2010-10-26T00:00:00",,"new"
"910GHWYCOMB","040G00003052","2007-05-15T00:00:00","2007-05-15T00:00:00",,"new"
"910GHWYCOMB","040G00003054","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GHWYCOMB","040G00003063","2008-06-18T00:00:00","2008-06-18T00:00:00",,"new"
"910GHWYCOMB","040G00003165","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GHYDNSRD","490G01143B","","",,"new"
"910GHYKEHAM","270GLNHC2854","","",,"new"
"910GHYWRDSH","440GEG0050","2009-07-06T11:27:00","2009-07-06T11:27:00",0,"new"
"910GHYWRDSH","440GEG0076","2009-07-06T11:27:00","2009-07-06T11:27:00",0,"new"
"910GHYWRDSH","440GEG0077","2009-07-06T11:27:00","2009-07-06T11:27:00",0,"new"
"910GHYWRDSH","440GEG0081","2009-07-06T11:12:00","2009-07-06T11:12:00",0,"new"
"910GIFIELD","440GCY0052","2009-07-06T11:28:00","2009-07-27T07:58:00",2,"rev"
"910GIFIELD","440GCY0058","2009-07-06T11:28:00","2009-07-27T07:58:00",2,"rev"
"910GIFIELD","440GCY0060","2009-07-06T11:28:00","2009-07-27T07:58:00",2,"rev"
"910GIFIELD","440GCY0061","2009-07-06T11:28:00","2009-07-27T07:58:00",2,"rev"
"910GILFORD","490G01157G","","",,"new"
"910GINEL","061GCH159","2011-02-25T00:00:00","2011-02-25T00:00:00",,"new"
"910GINGTSTN","150G00001068","","",,"new"
"910GISLEWTH","490G01158B","","",,"new"
"910GISLIP","340G00426MIL","2009-05-01T11:47:00","2009-05-01T11:47:00",0,"new"
"910GISLIP","340G01733OPP","2009-05-01T11:45:00","2009-05-01T11:45:00",0,"new"
"910GIVER","040G00001843","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GKELVEDN","150G00001228","","",,"new"
"910GKELVEDN","150G00001232","","",,"new"
"910GKEMSING","240GA069850","2009-05-29T12:54:00","2009-05-29T12:54:00",0,"new"
"910GKENNETT","050GZ9100KEN","2008-11-18T00:00:00","2008-11-18T00:00:00",,"new"
"910GKENOLYM","490G08652C","","",,"new"
"910GKENR","490G01161N","","",,"new"
"910GKENSLG","490G00122W","","",,"new"
"910GKENTHOS","490G01163W","","",,"new"
"910GKETR","300G221AJ","2009-02-19T00:00:00","2009-02-19T00:00:00",,"new"
"910GKEWBDGE","490G01167S","","",,"new"
"910GKEWBDGE","490G01167X","","",,"new"
"910GKEWGRDN","490G00125B","","",,"new"
"910GKGSTON","490G01173Q","","",,"new"
"910GKGSTON","490G01173V","","",,"new"
"910GKGWD","400G4409059A","2009-03-17T11:38:00","2009-03-17T11:38:00",0,"new"
"910GKGWD","400G4409082B","2009-03-17T11:38:00","2009-03-17T11:38:00",0,"new"
"910GKIDBROK","490G01169N","","",,"new"
"910GKINGHAM","340G00399ST","2009-05-01T11:48:00","2009-05-01T11:48:00",0,"new"
"910GKINGHAM","340G00399STF","2009-05-01T11:48:00","2009-05-01T11:48:00",0,"new"
"910GKINSSTN","300G225S","2009-02-19T00:00:00","2009-02-19T00:00:00",,"new"
"910GKINSSTN","910GKINSVSQ","2008-11-07T18:02:00","2008-11-07T18:02:00",0,"new"
"910GKIRBYX","150G00002998","","",,"new"
"910GKLBRNHR","490G01170Q","","",,"new"
"910GKLGL","210G2879","","",,"new"
"910GKLYNN","290G15","2009-02-24T13:18:23","2009-02-24T13:18:23",,"new"
"910GKLYNN","290GK1311","2009-01-15T15:30:53","2009-01-15T15:30:53",,"new"
"910GKMPSTNH","020G34041","2009-02-13T00:00:00","2009-02-13T00:00:00",,"new"
"910GKMPTNPK","400G4402026B","2009-03-17T11:41:00","2009-03-17T11:41:00",0,"new"
"910GKMSLY","240GA009590A","2009-04-08T16:51:00","2009-04-08T16:51:00",0,"new"
"910GKMSLY","240GA062610R","2009-04-08T16:51:00","2009-04-08T16:51:00",0,"new"
"910GKNCKHLT","240GA034660A","2009-04-08T16:51:00","2009-04-08T16:51:00",0,"new"
"910GKNEBWTH","210G1289","","",,"new"
"910GKNLY","490G01159E","","",,"new"
"910GKNLY","910GKNLYBUS","2008-07-31T15:37:00","2008-07-31T15:37:00",0,"new"
"910GKNTBRY","030G51010001","2009-03-20T11:41:00","2009-03-20T11:41:00",0,"new"
"910GKNTSHTN","490G00123B","","",,"new"
"910GKNTSHTW","490G01165C","","",,"new"
"910GKNUTSFD","060GMA186","2011-02-25T00:00:00","2011-02-25T00:00:00",,"new"
"910GKRKYCEN","330GAS0101","2008-11-19T15:23:00","2008-11-19T15:23:00",0,"new"
"910GKRTNLND","227G00091380","","",,"new"
"910GKSNY","240GA030840A","2009-04-08T16:52:00","2009-04-08T16:52:00",0,"new"
"910GKSNY","240GA031410A","2009-04-08T16:52:00","2009-04-08T16:52:00",0,"new"
"910GKSNY","240GA031470A","2009-04-08T17:18:00","2009-04-08T17:18:00",0,"new"
"910GKSNY","240GA062790R","2009-04-08T16:52:00","2009-04-08T16:52:00",0,"new"
"910GKTON","490G00124II","","",,"new"
"910GLAINDON","150G00002035","","",,"new"
"910GLAKEIOW","230G00002210","2009-03-16T00:00:00","2009-03-16T00:00:00",,"new"
"910GLAKNHTH","390G20000","2011-09-28T14:16:44","2011-09-28T14:16:44",,"new"
"910GLANGLEY","037G0117","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GLANGLEY","037G0122","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GLBGHJN","490G01184A","","",,"new"
"910GLBGHJN","490G01184N","","",,"new"
"910GLBGHJN","490G01184W","","",,"new"
"910GLCHTTVL","910GLCHTTVH","2009-04-15T10:29:00","2009-04-15T10:29:00",0,"new"
"910GLDLNGTN","021G24000","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLDLNGTN","021G24002","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLDLNGTN","021G24006","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLDYW","490G01175HA","","",,"new"
"910GLEAGRVE","029G3157","2009-11-02T13:38:00","2009-11-02T13:38:00",0,"new"
"910GLEAGRVE","029G4513","2009-03-16T13:18:00","2010-06-21T10:33:00",2,"rev"
"910GLEAGRVE","029G4532","2009-03-16T13:17:00","2009-03-16T13:17:00",0,"new"
"910GLEEE","490G01176N","","",,"new"
"910GLEIGHK","240G007360A","2010-06-08T13:54:00","2010-06-08T13:54:00",0,"new"
"910GLEIGHK","240GA007370A","2009-04-08T16:52:00","2009-04-08T16:52:00",0,"new"
"910GLEIGHK","240GA060960R","2009-04-08T16:52:00","2009-04-08T16:52:00",0,"new"
"910GLEIGHK","910GLEIGBUS","2008-11-07T15:36:00","2008-11-07T15:36:00",0,"new"
"910GLENHAM","240G021660A","2011-01-26T16:37:00","2011-01-26T16:37:00",0,"new"
"910GLENHAM","240GA061180R","2009-04-08T16:53:00","2009-04-08T16:53:00",0,"new"
"910GLESTER","269G34049","2011-08-25T00:00:00","2011-08-25T00:00:00",,"new"
"910GLESTER","269GLC30630","2009-02-19T00:00:00","2009-02-19T00:00:00",,"new"
"910GLETHRHD","400G4408135B","2009-03-17T11:41:00","2009-03-17T11:41:00",0,"new"
"910GLETHRHD","400G4408187A","2009-03-17T11:42:00","2009-03-17T11:42:00",0,"new"
"910GLETHRHD","400G4408237B","2009-03-17T11:42:00","2009-03-17T11:42:00",0,"new"
"910GLEWES","140GLE0027","2009-07-28T10:18:00","2009-07-28T10:18:00",0,"new"
"910GLEWES","140GLE0031","2010-06-24T11:02:00","2010-06-24T11:02:00",0,"new"
"910GLEWISHM","490G01177G","","",,"new"
"910GLEYTNMR","490G01178N","","",,"new"
"910GLGFD","240GA016410A","2009-04-08T16:53:00","2009-04-08T16:53:00",0,"new"
"910GLGFD","240GA016420A","2009-04-08T16:53:00","2009-04-08T16:53:00",0,"new"
"910GLGML","100GDLM01575","2008-12-01T00:00:00","2008-12-01T00:00:00",,"new"
"910GLGWITH","100G52054","2008-12-01T00:00:00","2008-12-01T00:00:00",,"new"
"910GLGWITH","100GDLNS0026","2008-12-01T00:00:00","2008-12-01T00:00:00",,"new"
"910GLGWOOD","290G803","2009-01-15T15:31:26","2009-01-15T15:31:26",,"new"
"910GLHONSEA","158G00000126","","",,"new"
"910GLHVN","440GHO0128","2009-07-06T11:28:00","2009-07-06T11:28:00",0,"new"
"910GLHVN","440GHO0139","2009-07-06T11:29:00","2009-07-27T08:01:00",2,"rev"
"910GLHVN","440GHO0236","2009-07-06T11:29:00","2009-07-06T11:29:00",0,"new"
"910GLHVN","910GLHVNBUS","2008-11-07T15:37:00","2008-11-07T15:37:00",0,"new"
"910GLIMHSE","490G01180W","","",,"new"
"910GLINCLNC","270GLLC00001","","",,"new"
"910GLINGFLD","400G4410048B","2009-03-17T11:43:00","2009-03-17T11:43:00",0,"new"
"910GLINGFLD","400G4410049A","2009-03-17T11:43:00","2009-03-17T11:43:00",0,"new"
"910GLIPHOOK","190G37","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GLISS","190G40","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GLIVST","490G00138E","","",,"new"
"910GLIVST","490G00138G","","",,"new"
"910GLIVST","490G00138S","","",,"new"
"910GLIVST","490G00138W","","",,"new"
"910GLMTNPIR","190G42","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GLNCG","440GAD0075","2009-07-06T11:29:00","2009-07-26T18:11:00",2,"rev"
"910GLNCG","440GAD0094","2009-07-06T11:29:00","2009-07-26T18:13:00",2,"rev"
"910GLNCG","440GAD0117","2009-07-06T11:29:00","2009-07-26T18:12:00",2,"rev"
"910GLNDNBDC","910GLNDNBDE","2009-02-26T15:42:00","2009-02-26T15:42:00",0,"new"
"910GLNDNBDE","490G00139C","","",,"new"
"910GLNDNBDE","490G00139M","","",,"new"
"910GLNGBKBY","300G209G","2009-02-19T00:00:00","2009-02-19T00:00:00",,"new"
"910GLNGEATN","100G00014309","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GLNGEATN","100G52009","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GLNGEATN","100GDLERS711","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GLOGHBRO","260GCC03604","2010-02-24T00:00:00","2010-02-24T00:00:00",,"new"
"910GLOGHBRO","260GCC03605","2009-03-06T00:00:00","2009-03-06T00:00:00",,"new"
"910GLOGHBRO","260GCC03606","2010-02-24T00:00:00","2010-02-24T00:00:00",,"new"
"910GLOWDHAM","330GNS0487","2009-01-15T13:25:00","2009-01-15T13:25:00",0,"new"
"910GLOWSTFT","390G70426","2011-09-28T14:19:03","2011-09-28T14:19:03",,"new"
"910GLRDGFD","400G4407250A","2009-03-17T11:44:00","2009-03-17T11:44:00",0,"new"
"910GLSYDNHM","490G01185S","","",,"new"
"910GLTCE","210G1558","","",,"new"
"910GLTCE","210G4409","","",,"new"
"910GLTCE","210G9426","","",,"new"
"910GLTLHMPT","440GLH0039","2009-07-06T11:30:00","2009-07-27T08:02:00",2,"rev"
"910GLTLHMPT","440GLH0044","2009-07-06T11:30:00","2009-07-27T08:02:00",2,"rev"
"910GLTLHMPT","440GLH0046","2009-07-06T11:30:00","2009-07-27T08:02:00",2,"rev"
"910GLTLKMBL","040G00003073","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GLTLKMBL","040G00003626","2007-05-15T00:00:00","2007-05-15T00:00:00",,"new"
"910GLTLKMBL","040G00003631","2008-09-24T00:00:00","2008-09-24T00:00:00",,"new"
"910GLTLPORT","050GLI027031","2008-11-18T00:00:00","2008-11-18T00:00:00",,"new"
"910GLTLSUTN","061GEP10","2011-02-25T00:00:00","2011-02-25T00:00:00",,"new"
"910GLTNBZRD","021G14001","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLTNBZRD","021G14003","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLTNBZRD","021G14005","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLTNBZRD","021G14015","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLTNBZRD","021G14839","2009-02-13T00:00:00","2009-02-13T00:00:00",0,"new"
"910GLUTOAPY","029G0202","2009-03-16T13:21:00","2009-03-16T13:21:00",0,"new"
"910GLUTOAPY","029G1244","2009-03-16T13:21:00","2009-03-16T13:21:00",0,"new"
"910GLUTON","029G0001","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1206","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1207","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1209","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1214","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1215","2009-03-16T13:22:00","2009-03-16T13:22:00",0,"new"
"910GLUTON","029G1348","2009-03-16T13:23:00","2009-03-16T13:23:00",0,"new"
"910GLUTON","029G3802","2009-03-16T13:23:00","2009-03-16T13:23:00",0,"new"
"910GLVRPSPY","910GALERTN","2009-02-26T15:41:00","2009-02-26T15:41:00",0,"new"
"910GLYNDHRD","190G3","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GLYNDHRD","910GLYNDPKH","2008-11-07T15:32:00","2008-11-07T15:32:00",0,"new"
"910GLYTNSHR","490G01179S","","",,"new"
"910GMALDENM","490G01188S","","",,"new"
"910GMANEA","050GMX003008","2010-04-30T00:00:00","2010-04-30T00:00:00",,"new"
"910GMANNGTR","150G00002790","","",,"new"
"910GMANRPK","490G01189","","",,"new"
"910GMARDEN","240GA004770A","2009-04-08T16:54:00","2009-04-08T16:54:00",0,"new"
"910GMARGATE","240GA042730A","2009-04-08T16:54:00","2009-04-08T16:54:00",0,"new"
"910GMARGATE","240GA043730A","2009-11-19T11:00:00","2009-11-19T11:00:00",0,"new"
"910GMARGATE","240GA043740A","2009-11-19T11:03:00","2009-11-19T11:03:00",0,"new"
"910GMARGATE","240GA043810A","2009-11-19T11:00:00","2009-11-19T11:00:00",0,"new"
"910GMARGATE","240GA043860A","2009-11-19T11:00:00","2009-11-19T11:00:00",0,"new"
"910GMARGATE","240GA043880A","2009-11-19T11:04:00","2009-11-19T11:04:00",0,"new"
"910GMARGATE","240GA043920A","2009-04-08T16:54:00","2009-04-08T16:54:00",0,"new"
"910GMARLOW","040G00003029","2009-09-14T00:00:00","2009-09-14T00:00:00",,"new"
"910GMARLOW","040G00003707","2007-05-15T00:00:00","2007-05-15T00:00:00",,"new"
"910GMARLOW","040G00003750","2009-09-14T00:00:00","2009-09-14T00:00:00",,"new"
"910GMARLOW","040G00003752","2009-09-14T00:00:00","2009-09-14T00:00:00",,"new"
"910GMARYLBN","490G00145L","","",,"new"
"910GMARYLBN","490G15502N","","",,"new"
"910GMATLCKB","100GDMB00043","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GMATLOCK","100G51710","2008-12-04T00:00:00","2008-12-04T00:00:00",,"new"
"910GMATLOCK","100GDMTC0009","2009-04-16T00:00:00","2009-04-16T00:00:00",,"new"
"910GMCHLDVR","190G45","2011-09-28T13:05:30","2011-09-28T13:05:30",,"new"
"910GMDNHEAD","036G00006001","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GMDNHEAD","036G00006006","2010-06-22T00:00:00","2010-06-22T00:00:00",,"new"
"910GMDNHEAD","036G00006009","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GMDNHEAD","036G06002166","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GMDNHEAD","036G06007007","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GMDNHEAD","036G06008008","2010-06-29T00:00:00","2010-06-29T00:00:00",,"new"
"910GMELDRTH","050GML00006","2009-02-09T00:00:00","2009-02-09T00:00:00",,"new"
"910GMELDRTH","050GML008010","2009-02-09T00:00:00","2009-02-09T00:00:00",,"new"
"910GMELTON","390G60593","2011-09-28T14:18:36","2011-09-28T14:18:36",,"new"
"910GMEOPHAM","240GA015070A","2009-04-08T16:55:00","2009-04-08T16:55:00",0,"new"
"910GMEOPHAM","240GA060670R","2009-04-08T16:54:00","2009-04-08T16:54:00",0,"new"
"910GMERSTHM","400G4409194A","2009-03-17T11:45:00","2009-03-17T11:45:00",0,"new"
"910GMFLDTWN","330GMA0035","2009-01-15T13:27:00","2009-01-15T13:27:00",0,"new"
