"AtcoCode","CommonName","CommonNameLang","ShortName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"390060671","Police HQ","en","","","","","","","","","","","2011-09-28T14:18:38","2011-09-28T14:18:38",,"new"
"390060672","Police HQ","en","","","","","","","","","","","2011-09-28T14:18:38","2011-09-28T14:18:38",,"new"
"390060673","Dobbs Lane","en","","","","","","","","","","","2011-09-28T14:18:38","2011-09-28T14:18:38",,"new"
"390060674","Dobbs Lane","en","","","","","","","","","","","2011-09-28T14:18:38","2011-09-28T14:18:38",,"new"
"390060675","Bracken Ave.","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060676","Bracken Ave.","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060677","Fentons Way","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060678","Fentons Way","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060679","St. Isodores","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060680","St. Isodores","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060681","Battles Lane","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060682","Battles Lane","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060683","Deben Valley","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060684","Deben Valley","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060685","Lummis Vale","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060686","Lummis Vale","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060687","Busway","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060688","Busway","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060701","Twelve Acre","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060702","Twelve Acre","en","","","","","","","","","","","2011-09-28T14:18:39","2011-09-28T14:18:39",,"new"
"390060703","Penzance Road","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060704","Penzance Road","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060705","Penz. Road Shop","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060706","Penz. Road Shop","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060707","Padstow Road","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060708","Padstow Road","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060709","Brendon Drive","en","","","","","","","","","","","2011-09-28T14:17:20","2011-09-28T14:17:20",,"new"
"390060710","Brendon Drive","en","","","","","","","","","","","2011-09-28T14:17:20","2011-09-28T14:17:20",,"new"
"390060711","Beech Road Shop","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060712","Beech Road Shop","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060713","Beech Grove","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060714","Beech Grove","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060715","Linksfield","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060716","Linksfield","en","","","","","","","","","","","2011-09-28T14:18:40","2011-09-28T14:18:40",,"new"
"390060727","Church","en","","","","","","","","","","","2011-09-28T14:18:41","2011-09-28T14:18:41",,"new"
"390060880","Mart'sham P&R","en","","","","","","","","","","","2011-09-28T14:18:45","2011-09-28T14:18:45",,"new"
"390061093","Parkers Place","en","","","","","","","","","","","2011-09-28T14:18:48","2011-09-28T14:18:48",,"new"
"390061095","Manor Road","en","","","","","","","","","","","2011-09-28T14:18:48","2011-09-28T14:18:48",,"new"
"390061140","Dodson Vale","en","","","","","","","","","","","2011-09-28T14:18:49","2011-09-28T14:18:49",,"new"
"390061141","Dodson Vale","en","","","","","","","","","","","2011-09-28T14:18:49","2011-09-28T14:18:49",,"new"
"390070317","Corner Garage","en","","","","","","","","","","","2011-09-28T14:19:00","2011-09-28T14:19:00",,"new"
"390070318","Corner Garage","en","","","","","","","","","","","2011-09-28T14:19:00","2011-09-28T14:19:00",,"new"
"40004402126A","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126B","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126C","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126D","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126E","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126F","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126G","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126H","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126I","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402126J","Staines Bus Station","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004402805A","Elizabeth Avenue","","","","Elizabeth Avenue","","Elizabeth Avenue","","","","opp","","2006-07-12T13:22:00","2006-07-12T13:22:00",0,"new"
"40004402805D","Elizabeth Avenue","","","","Elizabeth Avenue","","Elizabeth Avenue","","","","o/s","","2006-07-12T13:23:00","2006-07-12T13:23:00",0,"new"
"40004403100A","Camberley Railway Station","","","","Camberley Railway Station","","Pembroke Broadway","","","","Stop A","","2008-11-18T13:11:00","2008-11-18T13:11:00",0,"new"
"40004403100B","Camberley Railway Station","","","","Camberley Railway Station","","Pembroke Broadway","","","","Stop B","","2008-11-18T13:15:00","2008-11-18T13:15:00",0,"new"
"40004403100C","Camberley Railway Station","","","","Camberley Railway Station","","Pembroke Broadway","","","","Stop C","","2008-11-18T13:14:00","2008-11-18T13:14:00",0,"new"
"40004403100D","Camberley Railway Station","","","","Camberley Railway Station","","Pembroke Broadway","","","","Stop C","","2008-11-18T13:17:00","2008-11-18T13:17:00",0,"new"
"40004404061A","Fox and Hounds","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004404061B","Fox and Hounds","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004406055C","Spring Hotel","","","","Spring Hotel","","High Street","","","","","","2010-08-26T11:55:00","2010-08-26T11:55:00",2,"rev"
"40004407812H","Binton Lane","","","","","","Binton Lane","","","","","","2006-10-17T11:23:00","2006-10-17T11:23:00",0,"new"
"40004407812I","Binton Lane","","","","","","Binton Lane","","","","","","2006-10-17T11:24:00","2006-10-17T11:24:00",0,"new"
"40004408081A","Flint Hill Goodwyns Entrance","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004408081B","Flint Hill Goodwyns Entrance","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004408176B","The Bull","","","","","","North Street","","","","","","2006-10-17T11:25:00","2009-10-06T16:15:00",9,"del"
"40004408803D","Broomehall Road","","","","","","Broomehall Road","","","","","","2006-10-17T11:26:00","2006-10-17T11:26:00",0,"new"
"40004408803E","Broomehall Road","","","","","","Broomehall Road","","","","","","2006-10-17T11:26:00","2006-10-17T11:26:00",0,"new"
"40004408803F","Broomehall Road","","","","","","Broomehall Road","","","","","","2006-10-17T11:27:00","2006-10-17T11:27:00",0,"new"
"40004410116A","Whyteleafe Tavern","","","","Post Office","","Godstone Road","","","","","","2007-08-28T14:07:00","2007-08-28T14:07:00",0,"new"
"40004410317A","Village Hall","","","","Brigade Place","","Gowrie Place","","Village Hall","","O/s","","2008-11-10T11:44:00","2008-11-10T11:44:00",0,"new"
"40004411071A","Manfield Park Bus Garage","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004411071B","Manfield Park Bus Garage","","","","","","Not Specified","","","","","","2006-06-08T08:40:00","2006-06-08T08:40:00",0,"new"
"40004411382B","St Johns Church","","","","","","Upper Hale Road","","","","","","2006-10-17T11:28:00","2008-02-19T14:18:00",1,"rev"
"40004411387A","Heath End Post Office","","","","","","Farnborough Road","","","","","","2006-10-17T11:29:00","2008-05-29T12:53:00",2,"rev"
"40004411387B","Heath End Post Office","","","","","","Alma Lane","","","","","","2007-06-19T15:10:00","2008-05-29T12:53:00",1,"rev"
"40004411387C","Post Office","","","","","","Alma Lane","","","","","","2006-10-17T11:30:00","2010-09-20T11:30:00",2,"rev"
"40004411393B","Cricketers","","","","","","Upper Hale Road","","","","","","2006-10-17T11:31:00","2006-10-17T11:31:00",0,"new"
"40004411396A","Upper Hale Road School","","","","","","Upper Hale Road","","","","","","2006-10-17T11:32:00","2006-10-17T11:32:00",0,"new"
"40004411397A","Black Prince","","","","","","Upper Hale Road","","","","","","2006-10-17T11:34:00","2006-10-17T11:34:00",0,"new"
"40004411397B","Black Prince","","","","","","Upper Hale Road","","","","","","2006-10-17T11:35:00","2006-10-17T11:35:00",0,"new"
"40004411400A","Post Office","","","","","","Folly Hill","","","","","","2006-10-17T11:35:00","2006-10-17T11:35:00",0,"new"
"40004411400B","Post Office","","","","","","Folly Hill","","","","","","2006-10-17T11:36:00","2006-10-17T11:36:00",0,"new"
"40004411401A","Iron Duke","","","","","","Folly Hill","","","","","","2006-10-17T11:37:00","2006-10-17T11:37:00",0,"new"
"40004411401B","Iron Duke","","","","","","Folly Hill","","","","","","2006-10-17T11:37:00","2006-10-17T11:37:00",0,"new"
"40004411409A","Leisure Centre","","","","","","Dogflud Way","","","","","","2006-10-17T11:38:00","2006-10-17T11:38:00",0,"new"
"40004411478B","Peakfield","","","","The Rookery Farm","","The Street","","","","","","2006-07-10T12:17:00","2006-07-10T12:17:00",0,"new"
"40004411815C","Woodside Road","","","","Woodside Road","","Woodside Road","","","","opp","","2006-07-12T13:18:00","2007-06-21T14:06:00",1,"del"
"40004411815D","Woodside Road","","","","Woodside Road","","Woodside Road","","","","opp","","2006-07-12T13:20:00","2006-12-06T14:48:00",1,"del"
"40004411815E","Woodside Road","","","","Woodside Road","","Woodside Road","","","","adj","","2006-07-12T13:21:00","2006-12-06T14:49:00",1,"del"
"40004411815F","Woodside Road","","","","Woodside Road","","Woodside Road","","","","adj","","2006-07-12T13:19:00","2007-06-21T14:06:00",1,"del"
"40004411829H","Alfold Road","","","","","","Alfold Road","","","","","","2006-10-17T11:39:00","2006-10-17T11:39:00",0,"new"
"40004411829S","Alfold Road","","","","","","Alfold Road","","","","","","2006-10-17T11:40:00","2006-10-17T11:40:00",0,"new"
"4400AD0063","National Exrpess Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-12-05T16:07:00",1,"del"
"4400AD0064","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:51:00",1,"del"
"4400AD0203","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:51:00",1,"del"
"4400AD0204","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:53:00",1,"del"
"4400AD0270","Green","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400AD0271","Green","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400AD0329","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:57:00",1,"del"
"4400AD0330","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:57:00",1,"del"
"4400AD0341","St Aubyns Crescent","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400CH0175","DELETED RECORD","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-08-28T11:13:00",1,"del"
"4400CH0176","DELETED RECORD","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-08-28T11:13:00",1,"del"
"4400CH0232","Deeside Stores","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400CH0233","Deeside Stores","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400CH0490","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:58:00",1,"del"
"4400CY0239","Crawley Leisure Centre","","","","Crawley Leisure Centre","","Haslett Avenue East","","","","","","2008-02-13T09:26:00","2008-02-13T09:26:00",0,"new"
"4400CY0240","Crawley Leisure Centre","","","","Crawley Leisure Centre","","Haslett Avenue East","","","","adj Crawley Leisure Centre","","2008-02-13T09:23:00","2008-02-13T09:23:00",0,"new"
"4400CY0295","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T09:58:00",1,"del"
"4400CY0339","Pegler Way","","","","Haslett Avenue West","","Pegler Way","","","","","","2008-02-11T14:53:00","2008-08-26T15:40:00",4,"rev"
"4400CY0340","Peglar Way","","","","Haslett Avenue West","","Pegler Way","","","","","","2008-02-11T14:52:00","2008-07-14T11:00:00",2,"rev"
"4400EG0050","Haywards Heath Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400EG0051","Haywards Heath Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400EG0052","Ifield Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400EG0053","Ifield Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400EG0077","Railway Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400EG0166","Hammerwood Road","","","","Hammerwood Road","","Wall Hill Road","","","","In Triangle of Road","","2008-03-31T11:27:00","2008-03-31T11:27:00",0,"new"
"4400EG0167","Hammerwood Road","","","","Hammerwood Road","","Wall Hill Road","","","","Outside 42","","2008-03-31T11:29:00","2008-03-31T11:29:00",0,"new"
"4400EG0230","Post Office","","","","Cottage Place","","A264","","","","adj","","2008-10-01T08:53:00","2008-10-01T08:53:00",0,"new"
"4400EG0231","Post Office","","","","Cottage Place ","","A264","","","","opposite Esso Petrol Station","","2008-10-01T08:53:00","2008-10-01T08:53:00",0,"new"
"4400EG0272","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:00:00",1,"del"
"4400EG0273","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:01:00",1,"del"
"4400EG0302","National Exrpess Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-12-05T16:08:00",1,"del"
"4400EG0303","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:01:00",1,"del"
"4400EG0355","Haywards Heath Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400HO0180","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:03:00",1,"del"
"4400HO0181","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-12-08T15:19:00",1,"del"
"4400HO0182","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400HR0096","Bridge Inn","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400HR0425","Bus Garage","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400LH0018","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:03:00",1,"del"
"4400LH0019","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:04:00",1,"del"
"4400LH0129","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:04:00",1,"del"
"4400LH0199","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:04:00",1,"del"
"4400LH0200","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:06:00",1,"del"
"4400LH0542","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:06:00",1,"del"
"4400LH0544","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:10:00",1,"del"
"4400LH0596","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:11:00",1,"del"
"4400LH0597","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:12:00",1,"del"
"4400LH0645","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:12:00",1,"del"
"4400LH0646","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:12:00",1,"del"
"4400WO0074","Strand Parade","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0075","Strand Parade","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0103","Durrington-on-Sea Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0104","Durrington-on-Sea Station","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0236","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:14:00",1,"del"
"4400WO0240","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:15:00",1,"del"
"4400WO0254","DELETED RECORD","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-12-08T15:19:00",2,"del"
"4400WO0258","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:15:00",1,"del"
"4400WO0306","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:15:00",1,"del"
"4400WO0307","DELETED RECORD","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:25:00",1,"del"
"4400WO0308","A259","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0309","A259","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2006-12-21T09:41:00",0,"new"
"4400WO0326","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:31:00",1,"del"
"4400WO0327","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:31:00",1,"del"
"4400WO0435","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:34:00",1,"del"
"4400WO0436","National Express Stop","","","","","","Not Specified","","","","","","2006-12-21T09:41:00","2008-11-12T10:35:00",1,"del"
"5110WDB48311","Tongs Funeral Directors (W)","","","","","","Brighton Road","","Morley Road","","","","2010-04-06T08:23:27","2010-04-12T11:45:41",0,"new"
"5120WDB47501","Woodland Drive","","","","","","Woodland Drive","","","","","","2008-10-17T15:04:32","2008-10-28T17:27:51",0,"new"
"5120WDB47555","Penybryn","","","","","","Penybryn","","","","","","2010-09-01T16:19:38","2010-09-03T17:31:24",0,"new"
"5400AWD70018","Safle Bws Bermo","","","","","","Jubilee Road","","Beach Road","","","","2010-01-15T17:17:02","2010-01-20T17:39:00",0,"new"
"5400GYX17094","Stesion Bermo","","","","","","Beach Road","","Marine Parade","","","","2010-01-15T17:17:45","2010-01-20T17:39:01",0,"new"
"5540AWM26244","Howard Drive","","","","","","Lewis Drive","","","","","","2009-07-21T11:51:21","2009-08-10T12:14:20",0,"new"
"5540CPX01097","Tyn y Coedcae (SE)","","","","","","Waterloo Road","","","","","","2009-07-21T12:22:45","2009-08-10T12:21:31",0,"new"
"5610AWE90338","St John`s Mount","","","","","","Bryn De Winton","","","","","","2010-12-23T15:07:13","2010-12-23T16:32:57",0,"new"
"5610PWX18849","Pont ar Fran","","","","","","Main Road","","","","","","2010-12-23T13:56:05","2010-12-23T16:32:57",0,"new"
"5610PWX18850","Pont ar Fran","","","","","","Main Road","","","","","","2010-12-23T15:05:56","2010-12-23T16:32:57",0,"new"
"5610WDB48345","Hazel Close","","","","","","A458","","","","","","2011-01-06T09:53:25","2011-01-06T10:20:18",0,"new"
"5810AWC52328","Swansea IHE Townhill (NE)","","","","Swansea IHE Townhill","","Townhill Road","","","","","","2008-07-30T13:49:33","2008-07-30T13:58:58",0,"new"
"6200200260","Edinburgh Heriot Watt university","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200200260","Heriot Watt University","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200200486","THE GYLE -  Shopping Centre","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200203570","EDINBURGH Barnton Hotel (both ways)","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200204130","EDINBURGH Blackhall Bank of Scotland (both ways)","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200245470","Western General Edinburgh","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200249550","THE GYLE -  Bank of Scotland","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200290020","SCOTTISH EXECUTIVE (Victoria Quay Leith)","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200600745","BUS STATION      EDINBURGH St Andrew Sq","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6200600745","EDINBURGH Bus Station","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6290LTC01E","Almondvale Centre LIVINGSTON","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6290LTC01E","BUS STATION      LIVINGSTON Almondvale Centre","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"6290LTC01E","MacArthur Glen LIVINGSTON","en","","","","","","","","","","","2006-05-11T00:00:00","2006-05-11T00:00:00",,"new"
"639070011","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:34:00","2007-08-29T09:34:00",1,"rev"
"639070021","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:35:00","2007-08-29T09:35:00",1,"rev"
"639070031","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:35:00","2007-08-29T09:35:00",1,"rev"
"639070041","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:36:00","2007-08-29T09:36:00",1,"rev"
"639070051","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:36:00","2007-08-29T09:36:00",1,"rev"
"639070061","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:37:00","2007-08-29T09:37:00",1,"rev"
"639070071","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:37:00","2007-08-29T09:37:00",1,"rev"
"639070081","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:33:00","2007-08-29T09:33:00",1,"rev"
"639070091","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:38:00","2007-08-29T09:38:00",1,"rev"
"639070121","Aberdeen Bus Station","","","","Guild Street Bus Station","","Guild Street","","","","","","2007-08-29T09:38:00","2007-08-29T09:38:00",1,"rev"
"64800162","Hill Primary School","en","","","","","","","","","","","2009-06-24T00:00:00","2009-06-24T00:00:00",,"new"
"64800162","St Stephens Primary School","en","","","","","","","","","","","2009-06-24T00:00:00","2009-06-24T00:00:00",,"new"
"64801008","Perth Royal Infirmary","en","","","","","","","","","","","2008-02-14T00:00:00","2008-02-14T00:00:00",,"new"
"64801009","Perth Royal Infirmary","en","","","","","","","","","","","2008-02-14T00:00:00","2008-02-14T00:00:00",,"new"
"64801032","Alyth Square","en","","","","","","","","","","","2008-02-13T00:00:00","2008-02-13T00:00:00",,"new"
"64801064","Pitlochry Festival Theatre","en","","","","","","","","","","","2007-09-14T00:00:00","2007-09-14T00:00:00",,"new"
"64801555","PRI","en","","","PRI","en","","","","","","","2008-06-09T00:00:00","2008-06-09T00:00:00",,"new"
"64801690","Balgowan Crossroads","en","","","Balgowan Crossroads","en","","","","","","","2008-08-04T00:00:00","2008-08-04T00:00:00",,"new"
"64801691","Balgowan Crossroads","en","","","Balgowan Crossroads","en","","","","","","","2008-08-04T00:00:00","2008-08-04T00:00:00",,"new"
"64803065","Kinross High School","en","","","","","High Street","en","","","at Kinross High School","en","2008-08-12T00:00:00","2008-08-12T00:00:00",,"new"
"6490IM1174","Newbigging Farm Road End","en","","","","","A935","en","","","opp","en","2009-02-10T00:00:00","2009-02-10T00:00:00",,"new"
"6490IM1197","Grahamston Cottages","en","","","","","","","","","","","2009-03-16T00:00:00","2009-03-16T00:00:00",,"new"
"6490IM1198","Grahamston Cottages","en","","","","","","","","","","","2009-03-16T00:00:00","2009-03-16T00:00:00",,"new"
"6490IM1451","Hayshead Road at Cadet Centre","en","","","","","","","","","","","2006-05-12T00:00:00","2007-02-12T00:00:00",,"new"
"6490IM166","Troupe's Pharmacy","en","","","","","","","","","","","2006-05-12T00:00:00","2007-02-12T00:00:00",,"new"
"6490IM3305","Ravenswood","en","","","","","","","","","","","2011-09-29T00:00:00","2011-09-29T00:00:00",,"new"
"6490IM406","Newbigging Farm at Road End","en","","","","","","","","","","","2009-02-10T00:00:00","2009-02-10T00:00:00",,"new"
"6490IM666","Tayblast","en","","","","","","","","","","","2009-03-12T00:00:00","2009-03-12T00:00:00",,"new"
"6490IM667","Tayblast","en","","","","","","","","","","","2009-03-12T00:00:00","2009-03-12T00:00:00",,"new"
"6490IM811","Kirkriggs School","en","","","","","","","","","","","2009-03-12T00:00:00","2009-03-12T00:00:00",,"new"
"6490IM9120","Lunan Bay","en","","","","","","","","","","","2009-03-16T00:00:00","2009-03-16T00:00:00",,"new"
"6500D0009","BALLINGRY Ballingry Rd Bus Stance","en","","","","","","","","","","","2006-05-11T00:00:00","2007-02-15T00:00:00",,"new"
