"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"01000053218","","900041065A","Broadmead (Bristol)","en","Bristol: Marlborough St, Bus Stn","en","U",358917,173507,"","",0,""
"0100BRP90236","","900041086","Tyndall's Park","en","Bristol University: Queens Rd - Triangle","en","U",357937,173248,"","",0,""
"0180BAA01319","","900087025","Bath City Centre","en","Bath: Bus Station","en","U",375074,164376,"","",0,""
"0180BAC30701","","900098241","Keynsham","en","Keynsham: High Street","en","U",365423,168641,"","",0,""
"0180BAC30834","","900087345","Radstock","en","Radstock: Bus Stop C, nr Victoria Hall","en","U",368868,154812,"","",0,""
"0190NSC30187","","900041255A","West Wick (Weston-super-Mare)","en","Worle: opp Summer Lane North","en","U",336217,162641,"","",0,""
"0190NSC30188","","900041255C","Worle","en","Worle: nr Summer Lane North","en","U",336185,162758,"","",0,""
"0190NSC30652","","900041221C","Nailsea","en","Nailsea: Stockway Road North","en","U",347484,170883,"","",0,""
"0190NSC30653","","900041221A","Nailsea","en","Nailsea: Link Road","en","U",347547,170846,"","",0,""
"0190NSC30784","","900041240C","Clevedon","en","Clevedon: The Triangle, Stop S","en","U",340886,171051,"","",0,""
"0190NSC30785","","900041240A","Clevedon","en","Clevedon:  The Triangle, Stop Q","en","U",340863,171087,"","",0,""
"0190NSY28569","","900041245","Weston-super-Mare","en","Weston-Super-Mare: Coach Terminal, Locking Rd","en","U",332453,161207,"","",0,""
"0190NSZ01245","","900041185","Bristol International Airport","en","Bristol Airport: Bus Stop, adj Car Park","en","U",350590,165532,"","",0,""
"020033100","","900098021","Great Barford","en","Great Barford: Bedford Road","en","U",512735,252369,"","",0,""
"020033105","","900098022","Roxton","en","Roxton: Bedford Road","en","U",514955,254634,"","",0,""
"020033112","","900098023","Wyboston","en","Wyboston: Great North Road (A1)","en","U",516371,256479,"","",0,""
"020035037","","900052444","Bedford (Beds)","en","Bedford: Bus Station, Stop A","en","U",504696,249864,"","",0,""
"02900001","","900051114A","Luton Town Centre","en","Luton: Railway Station, Stop K","en","U",509239,221576,"","",0,""
"02900001","","900051114D","Luton Town Centre","en","Luton: Railway Station, Stop K","en","U",509239,221576,"","",0,""
"02900002","","900051114B","Luton Town Centre","en","Luton: Rail Station","en","U",509252,221592,"","",0,""
"02900202","","900098352","Vauxhall (Luton)","en","Luton: Luton Airport Parkway Rail Station","en","U",510518,220514,"","",0,""
"02901210","","900051224A","Luton Airport","en","Luton Airport: Bus Stn, o/s Terminal","en","U",511888,221342,"","",0,""
"02903036","","900051110A","Challney","en","Luton: Dunstable Rd, Simpson Close","en","U",505712,222708,"","",0,""
"02903037","","900051110C","Challney","en","Luton: Dunstable Rd, Overstone Road","en","U",505642,222698,"","",0,""
"030051210001","","900062153C","Hungerford (W Berks)","en","Hungerford: opp Sperring's Newsagent","en","U",433840,168938,"","",0,""
"030051210002","","900062153A","Hungerford (W Berks)","en","Hungerford: Sperring's Newsagent","en","U",433854,168951,"","",0,""
"030054160002","","900062183","Newbury (W Berks)","en","Newbury: Bus Stn, Market St","en","U",447162,166878,"","",0,""
"030055200003","","900061206","Calcot (W Berks)","en","Reading-Calcot: Savacentre, M4 junct 12","en","U",465358,171847,"","",0,""
"036006001277","","900056000","Legoland","en","Windsor, Legoland: Staff entrance","en","U",494129,174707,"","",0,""
"036006001284","","900061166","Ascot","en","Ascot: Heatherwood Hospital - west of rbt","en","U",491263,168873,"","",0,""
"036006216216","","900056256","Windsor Town Centre","en","Windsor: opp Parish Church","en","U",496846,176763,"","",0,""
"036006235235","","900098025","Windsor (Berks)","en","Windsor: St Leonards Road, Hospital","en","U",496267,175866,"","",0,""
"03700325","","900056056","Slough Town Centre","en","Slough: Town Centre, Wellington","en","U",497757,180002,"","",0,""
"0380F968G059","","900061156","Bracknell","en","Bracknell: Bus Station, Bay 1","en","U",486968,169030,"","",0,""
"039027060027","","900061266","Reading Town Centre","en","Reading: Rail Station, RailAir Stop","en","U",471567,173739,"","",0,""
"040000002968","","900056236","High Wycombe","en","High Wycombe: Bus Stn","en","U",486192,193256,"","",0,""
"040000004661","","900098338","Aylesbury","en","Aylesbury: Bus Station Bay 11","en","U",481893,213590,"","",0,""
"049000000801","","900050124","Brook Furlong","en","Milton Keynes: Coachway","en","U",489305,240482,"","",0,""
"049002399361","","900052494A","Lavendon","en","Lavendon: Lay-by, o/s Post Office","en","U",491648,253586,"","",0,""
"049002399861","","900052494C","Lavendon","en","Lavendon: Bus Shelter, opp Post Office","en","U",491665,253576,"","",0,""
"049003010926","","900098026","Central Milton Keynes","en","Central Milton Keynes: Stn Sq","en","U",484290,238214,"","",0,""
"049003030902","","900098027","Central Milton Keynes","en","Central Milton Keynes: Midsummer Boulevard","en","U",485469,238940,"","",0,""
"0500CCITY084","","900052056","Cambridge (Cambs)","en","Cambridge: Madingley Rd P&R","en","U",542468,259444,"","",0,""
"0500CCITY248","","900052055","Trumpington","en","Cambridge (Trumpington): Park and Ride","en","U",544271,254256,"","",0,""
"0500CCITY476","","900052074A","Cambridge (Cambs)","en","Cambridge: Parkside","en","U",545569,258272,"","",0,""
"0500FWISH002","","900036134","Wisbech","en","Wisbech: Horse Fair Bus Station, Bay  4","en","U",546260,309812,"","",0,""
"0500HHUNT027","","900052224","Huntingdon","en","Huntingdon: Bus Station, Bay 3","en","U",523834,271637,"","",0,""
"0500HSTIV071","","900098317","St Ives (Cambs)","en","St. Ives: The Busway, Park & Ride, Guided Busway","en","U",531936,270891,"","",0,""
"0500HSTNS060","","900052244A","St Neots (Cambs)","en","St Neots: Market Square, Lloyds TSB Bank","en","U",518174,260222,"","",0,""
"0500HSTNS062","","900052244C","St Neots (Cambs)","en","St Neots: Market Square, Golden Ball","en","U",518179,260210,"","",0,""
"0500SDUXF011","","900052035","Duxford","en","Duxford: Imperial War Museum, Coach Stop","en","U",546387,246452,"","",0,""
"0500SFEND005","","900098318","Fen Drayton","en","Fen Drayton: The Busway [Guided Busway]","en","U",534212,269564,"","",0,""
"0500SGRED002","","900052095C","Great Shelford","en","Great Shelford: opp Post Office","en","U",546229,252460,"","",0,""
"0500SGRED003","","900052095A","Great Shelford","en","Great Shelford: Post Office","en","U",546239,252456,"","",0,""
"0500SHARS006","","900052014A","Harston (Cambs)","en","Harston: High St, opp Village Hall","en","U",542503,250885,"","",0,""
"0500SHARS016","","900052014C","Harston (Cambs)","en","Harston: High St, Village Hall","en","U",542505,250861,"","",0,""
"0500SIMPI032","","900098322","Histon","en","Histon and Impington: The Busway [Guided Busway]","en","U",544292,262499,"","",0,""
"0500SLONN008","","900098320","Longstanton","en","Longstanton: The Busway, Park & Ride, Guided Bus","en","U",540263,267931,"","",0,""
"0500SOAKI016","","900098321","Oakington","en","Oakington: The Busway [Guided Busway]","en","U",541870,265008,"","",0,""
"0500SSAWS012","","900052023C","Sawston","en","Sawston: The Woolpack","en","U",548644,249285,"","",0,""
"0500SSAWS021","","900052023A","Sawston","en","Sawston: Memorial","en","U",548657,249206,"","",0,""
"0500SSTAP016","","900052036A","Stapleford (Cambs)","en","Stapleford: Bus lay-by, nr The Rose","en","U",547042,251661,"","",0,""
"0500SSTAP017","","900052036C","Stapleford (Cambs)","en","Stapleford: Bus lay-by, opp The Rose","en","U",547029,251657,"","",0,""
"0500SSWAV021","","900098319","Swavesey","en","Swavesey: The Busway [Guided Busway]","en","U",536456,269442,"","",0,""
"0590PCH007","","900098033","Peterborough","en","Peterborough, District Hospital: Thorpe Road","en","U",518438,298625,"","",0,""
"0590PET621","","900036124A","Thorney (Peterborough)","en","Thorney: Lay-by, opp Fish bar","en","U",528366,304344,"","",0,""
"0590PET622","","900036124C","Thorney (Peterborough)","en","Thorney: Bus Stop, Fish Bar","en","U",528258,304340,"","",0,""
"0590PQG571","","900036114","Peterborough","en","Peterborough: Queensgate Bus Stn","en","U",518932,298850,"","",0,""
"0600CR087","","900020591","Crewe","en","Crewe: Bus Stn","en","U",370430,355771,"","",0,""
"0600CR290","","900020581","Nantwich","en","Nantwich: Bus Stn","en","U",365233,352515,"","",0,""
"0600MA0378","","900026044C","Newtown (New Mills)","en","Newtown (Derbys): Swan Hotel ","en","U",399329,384556,"","",0,""
"0600MA0379","","900026044A","Newtown (New Mills)","en","Newtown (Derbys): opp Swan Hotel ","en","U",399311,384572,"","",0,""
"0610CH19130","","900011081","Chester","en","Chester: Bus Exchange, Stand 7A","en","U",340357,366480,"","",0,""
"0610CH548","","900011082","Chester Zoo","en","Chester Zoo: Bus Terminal","en","U",340701,370295,"","",0,""
"0610EP19031","","900078141","Ellesmere Port","en","Ellesmere Port: Civic Way Bus Station, Stand 10","en","U",340003,375877,"","",0,""
"068000000461","","900010191A","Widnes","en","Widnes: Kingsway Hotel","en","U",351225,385162,"","",0,""
"068000000462","","900010191C","Widnes","en","Widnes: opp Kingsway Hotel","en","U",351210,385170,"","",0,""
"068000000502","","900010121","Runcorn","en","Runcorn: New Bus Stn, High St / Church St","en","U",351360,383032,"","",0,""
"0690WNA02867","","900010171","Warrington (Warrington)","en","Warrington: Bus Interchange","en","U",360613,388421,"","",0,""
"075071047A","","900071232C","Hartlepool","en","Hartlepool: Interchange, Church Street","en","U",451071,532660,"","",0,""
"075071047B","","900071232A","Hartlepool","en","Hartlepool: Interchange, Church Street","en","U",451084,532659,"","",0,""
"07605752","","900070142","Darlington","en","Darlington: Feethams, opp Town Hall","en","U",428988,514371,"","",0,""
"077072401A","","900071002A","Stockton (Teesside)","en","Stockton-on-Tees: opp Thomas Sheraton P.H.","en","U",444540,518609,"","",0,""
"077072401B","","900071002C","Stockton (Teesside)","en","Stockton-on-Tees: DSS Office","en","U",444651,518453,"","",0,""
"077072583A","","900071012A","Billingham","en","Billingham: nr Swan P.H.","en","U",445322,524235,"","",0,""
"077072584A","","900071012C","Wolviston Court","en","Billingham: nr White House Road","en","U",445099,524017,"","",0,""
"079073001K","","900071062","Middlesbrough","en","Middlesbrough: Bus Stn","en","U",449267,520357,"","",0,""
"0800COA10071","","900042315A","Bude","en","Bude: The Crescent, Car Park","en","U",220863,106354,"","",0,""
"0800COA10100","","900042305A","Kilkhampton","en","Kilkhampton: London Inn","en","U",225230,111248,"","",0,""
"0800COA10196","","900043265","East Taphouse","en","East Taphouse: Bus Stop","en","U",218363,63632,"","",0,""
"0800COA10204","","900043237C","Dobwalls","en","Dobwalls: opp Post Office","en","U",221210,64993,"","",0,""
"0800COA10207","","900043237A","Dobwalls","en","Dobwalls: Bus Lay-by, Methodist Church","en","U",221640,65017,"","",0,""
"0800COA10266","","900043210","Tideford","en","Tideford: Bus Shelter, Main Rd","en","U",234814,59711,"","",0,""
"0800COA10268","","900043356","Landrake","en","Landrake: By-pass, Bus Stop","en","U",237414,60686,"","",0,""
"0800COA10386","","900088215A","Bodmin","en","Bodmin: Dennison Rd, opp Car Park","en","U",207126,67128,"","",0,""
"0800COA10469","","900088185A","Wadebridge","en","Wadebridge: nr Lidl","en","U",198800,72512,"","",0,""
"0800COA10470","","900088185C","Wadebridge","en","Wadebridge: opp Lidl","en","U",198837,72555,"","",0,""
"0800COA10490","","900088215C","Bodmin","en","Bodmin: opp St Petroc's Church, Priory Rd","en","U",207360,66988,"","",0,""
"0800COB20133","","900043320C","Saltash","en","Saltash: opp Tavy Road","en","U",242995,58982,"","",0,""
"0800COB20134","","900043320A","Saltash","en","Saltash: Tavy Road","en","U",243006,58984,"","",0,""
"0800COB20138","","900043236C","Saltash","en","Saltash: New Road, Burraton Cross ","en","U",241705,59400,"","",0,""
"0800COB20139","","900043236A","Saltash","en","Burraton: Cornwall, opp Shell Garage","en","U",241674,59414,"","",0,""
"0800COC30396","","900043114","Lizard","en","Lizard: The Green","en","U",170363,12570,"","",0,""
"0800COC30446","","900043111","Helston","en","Culdrose: RNAS Culdrose","en","U",167066,25179,"","",0,""
"0800COC30488","","900043120","Treliske","en","Treliske: Hospital Lay-by","en","U",179704,45056,"","",0,""
"0800COC30504","","900043586C","Chacewater","en","Chacewater: Kings Head","en","U",175126,44434,"","",0,""
"0800COC30505","","900043586A","Chacewater","en","Chacewater: opp Kings Head","en","U",175117,44439,"","",0,""
"0800COC30649","","900043105","Penryn","en","Penryn: Penryn Bridge","en","U",178873,34248,"","",0,""
"0800COC30815","","900043575C","Tresillian","en","Tresillian: Lay-by, nr Post Office","en","U",186671,46328,"","",0,""
"0800COC30826","","900043525","Probus","en","Probus: Square","en","U",189902,47779,"","",0,""
"0800COC30873","","900043575A","Tresillian","en","Tresillian: opp Post Office","en","U",186669,46297,"","",0,""
"0800COC31003","","900043415A","Holmbush (St Austell)","en","Holmbush: Holmbush Inn","en","U",203814,52507,"","",0,""
"0800COC31004","","900043415C","Holmbush (St Austell)","en","Holmbush: opp Holmbush Inn","en","U",203872,52515,"","",0,""
"0800COC31215","","900043476A","St Blazey Gate","en","St Blazey Gate: opp Four Lords P.H.","en","U",206047,53688,"","",0,""
"0800COC31216","","900043476C","St Blazey Gate","en","St Blazey Gate: Four Lords P.H.","en","U",206107,53698,"","",0,""
"0800COC31221","","900043475A","St Blazey","en","Cornwall: St Blazey, opp Polgrean Place","en","U",206817,54612,"","",0,""
"0800COC31222","","900043475C","St Blazey","en","Cornwall: St Blazey, opp Junior School","en","U",206846,54683,"","",0,""
"0800COC31229","","900043456A","Lostwithiel","en","Lostwithiel: Royal Talbot Hotel","en","U",210367,59879,"","",0,""
"0800COC31231","","900043456C","Lostwithiel","en","Lostwithiel: opp Royal Talbot Hotel","en","U",210378,59877,"","",0,""
"0800COC31240","","900098228","Bodmin Parkway Station","en","Bodmin Parkway: Rail Station","en","U",211008,64046,"","",0,""
"0800COC31306","","900043486A","Grampound","en","Grampound: Dolphin P.H.","en","U",193506,48330,"","",0,""
"0800COC31307","","900043486C","Grampound","en","Grampound: opp Dolphin P.H.","en","U",193522,48332,"","",0,""
"0800COC31523","","900088035","Newquay (Cornwall)","en","Newquay: Manor Road, Bus Station","en","U",180852,61568,"","",0,""
"0800COC31528","","900088005","Porth (Newquay)","en","Newquay: (Porthfour Turn)","en","U",182902,62094,"","",0,""
"0800COC31532","","900088095","St Columb Minor","en","St Columb Minor: Turn, junct Church St","en","U",183780,61889,"","",0,""
"0800COD40021","","900043015","Penzance","en","Penzance: Bus Stn","en","U",147678,30593,"","",0,""
"0800COD40445","","900043010","St Ives (Cornwall)","en","St Ives (Cornwall): Bus Station","en","U",151903,40369,"","",0,""
"0800COD40457","","900043075A","Carbis Bay","en","Carbis Bay: Richmond Way","en","U",152932,38312,"","",0,""
"0800COD40468","","900043075C","Carbis Bay","en","Carbis Bay: opp HSBC","en","U",153038,38210,"","",0,""
"0800COD40485","","900043011","Lelant","en","Lelant: Post Office","en","U",154506,37135,"","",0,""
"0800COD40493","","900043096C","Rose-an-Grouse","en","St Erth: Station Approach","en","U",154100,35775,"","",0,""
"0800COD40494","","900043096A","Rose-an-Grouse","en","St Erth: opp Station Approach","en","U",154093,35758,"","",0,""
"0800COD40507","","900043005A","Hayle","en","Hayle: Viaduct, opp Blewetts Post Office","en","U",155857,37314,"","",0,""
"0800COD40508","","900043005C","Hayle","en","Hayle: Foundry Square","en","U",155876,37177,"","",0,""
"0800COD40521","","900043025A","Crowlas","en","Crowlas: Lay-by, opp Garage","en","U",151662,33217,"","",0,""
"0800COD40522","","900043025C","Crowlas","en","Crowlas: Garage","en","U",151573,33153,"","",0,""
"0800COD40637","","900043095","Porthleven","en","Porthleven: The Square","en","U",162822,25851,"","",0,""
"0800COD40909","","900043020C","Hayle","en","Copperhouse: opp Job Centre","en","U",156148,37704,"","",0,""
"0800COD40910","","900043020A","Hayle","en","Copperhouse: Job Centre","en","U",156151,37695,"","",0,""
"0800COD41003","","900043065C","Pool (Cornwall)","en","Pool: opp Cornwall College","en","U",166772,41477,"","",0,""
"0800COD41085","","900043155C","Redruth","en","Redruth: Rail Stn","en","U",170038,42013,"","",0,""
"0800COD41205","","900043155A","Redruth","en","Redruth: Alma Place, Bus Shelter","en","U",169945,41995,"","",0,""
"0800COD41236","","900088666","St Agnes (Nr Newquay)","en","St Agnes: Church, Churchtown","en","U",172003,50748,"","",0,""
"0800COD41304","","900043235A","Liskeard","en","Liskeard: Lloyds TSB Bank","en","U",225093,64604,"","",0,""
"0800COD41305","","900043235C","Liskeard","en","Liskeard: o/s Post Office","en","U",225109,64575,"","",0,""
"0800COD41399","","900088065","St Columb Major","en","St Columb Major: Cattle Market","en","U",191139,63240,"","",0,""
"0800COX38457","","900042305C","Kilkhampton","en","Kilkhampton: The Village Stores, opp London Inn","en","U",225243,111246,"","",0,""
"0800COZ06299","","900043165","Falmouth","en","Falmouth: Berkeley Vale, Argos","en","U",180585,32825,"","",0,""
"0800COZ06359","","900043465","St Austell","en","St Austell: Bus Stn","en","U",201584,52538,"","",0,""
"0800COZ06365","","900043055","Camborne","en","Camborne: Bus Stn","en","U",164832,40036,"","",0,""
"0800FWX38557","","900098249","Padstow","en","Padstow: Bus Terminus","en","U",191895,75217,"","",0,""
"0800PLY38617","","900043065A","Illogan Highway","en","Pool: Cornwall College","en","U",166489,41667,"","",0,""
"0800TRX00001","","900043125","Rame","en","Rame: Cross","en","U",172699,33933,"","",0,""
"0800TRX00016","","900098235","Garker","en","Eden Project: Bus Stop","en","U",205007,54488,"","",0,""
"0800TRY38422","","900043595A","Truro","en","Truro: Bus Stn, Green St","en","U",182802,44728,"","",0,""
"0800TRY38442","","900043115","Helston","en","Helston: Coach Stop, Coinagehall St","en","U",165754,27408,"","",0,""
"090002041386","","900068001","Aspatria","en","Aspatria: Market Square","en","U",314279,541766,"","",0,""
"090002221153","","900068361","Cockermouth","en","Cockermouth: Monument, Main St","en","U",312017,530708,"","",0,""
"090002372826","","900068521","Keswick (Cumbria)","en","Keswick: Bus Stn","en","U",326316,523534,"","",0,""
"090002430347","","900068321","Maryport","en","Maryport: Curzon St","en","U",303648,536242,"","",0,""
"090002500725","","900068561","Thirlmere","en","Thirlmere: Lay-by, opp Y.H.A.","en","U",331791,518815,"","",0,""
"090002563029","","900068013","Wigton","en","Wigton: King Street","en","U",325605,548503,"","",0,""
"090002590035","","900068391","Workington","en","Workington: Bus Stn","en","U",300156,528714,"","",0,""
"090010020519","","900068431","Barrow-in-Furness","en","Barrow-in-Furness:","en","U",319785,469147,"","",0,""
"090010031175","","900068471","Dalton-in-Furness","en","Dalton-in-Furness: Tudor Square","en","U",323216,474143,"","",0,""
"090033011915","","900098203","Longtown (Cumbria)","en","Longtown: Grahams Arms Hotel","en","U",337942,568636,"","",0,""
"090033062343","","900098302","Brampton (Cumbria)","en","Brampton (Cumbria): Market Place Bus Stop","en","U",353017,561076,"","",0,""
"090033101560","","900068051A","Carlisle","en","Carlisle: Bus Station, Lonsdale St","en","U",340296,555904,"","",0,""
"090050040038","","900068381A","Distington","en","Distington: Queen's Head","en","U",300673,523572,"","",0,""
"090050043042","","900068381C","Distington","en","Distington: opp Queen's Head","en","U",300654,523518,"","",0,""
"090050300141","","900068371","Whitehaven","en","Whitehaven: Tangier St, o/s Tesco","en","U",297448,518488,"","",0,""
"090074103660","","900098292","Brough (Cumbria)","en","Brough (Cumbria): Bypass Coach Stop","en","U",379487,514306,"","",0,""
"090074312974","","900098288","Troutbeck","en","Troutbeck (Cumbria): Hotel Bus Stop","en","U",338830,527185,"","",0,""
"090074341023","","900098308","Kirkby Stephen","en","Kirkby Stephen: Market Square Coach Stop","en","U",377482,508740,"","",0,""
"090074562848","","900068032","Penrith","en","Penrith: Rail Stn","en","U",351194,529934,"","",0,""
"090079251779","","900068192","Grange-over-Sands","en","Grange-over-Sands: Rail Stn","en","U",341155,478182,"","",0,""
"090079360110","","900068111C","Kendal","en","Kendal: Bus Station","en","U",351613,492964,"","",0,""
"090079360113","","900068111A","Kendal","en","Kendal: Bus Station","en","U",351622,492935,"","",0,""
"090079411140","","900068202C","Grasmere","en","Grasmere: Thistle Hotel","en","U",334150,507018,"","",0,""
"090079412211","","900068312","Ambleside","en","Ambleside: Kelsick Road","en","U",337589,504265,"","",0,""
"090079412211","","900068312A","Ambleside","en","Ambleside: Kelsick Road","en","U",337589,504265,"","",0,""
"090079413652","","900068202A","Grasmere","en","Grasmere: opp Thistle Hotel","en","U",334178,506917,"","",0,""
"090079661133","","900068441","Newby Bridge","en","Newby Bridge: opp Newby Bridge Hotel","en","U",336861,486308,"","",0,""
"090079732809","","900068281A","Windermere","en","Windermere: o/s Railway Station","en","U",341417,498641,"","",0,""
"090079732852","","900068281C","Windermere","en","Windermere: o/s Tourist Information Office","en","U",341335,498693,"","",0,""
"100000022178","","900027024A","Belper","en","Belper: o/s Bus Stn","en","U",434711,347347,"","",0,""
"100000022319","","900027024C","Belper","en","Belper: Bus Stn (G)","en","U",434720,347348,"","",0,""
"100051738","","900026134A","Matlock","en","Matlock: Bakewell Road Stand C","en","U",429730,360337,"","",0,""
"1000DBBRSA98","","900026114C","Bakewell","en","Bakewell: Stand A, Buxton Rd","en","U",421698,368531,"","",0,""
"1000DBMP2580","","900026024A","Buxton (Derbyshire)","en","Buxton: Coach Stop, nr Co-op Late Shop","en","U",405838,373286,"","",0,""
"1000DBMP2581","","900026024C","Buxton (Derbyshire)","en","Buxton: Methodist Church","en","U",405830,373269,"","",0,""
"1000DBMSS363","","900026114A","Bakewell","en","Bakewell: Stand E, Matlock St","en","U",421841,368363,"","",0,""
"1000DCBSB267","","900028034","Chesterfield (Derbys)","en","Chesterfield: Coach Station Bay A ","en","U",438212,370959,"","",0,""
"1000DCCS0602","","900026054","Crowden (Derbys)","en","Crowden: Coach Stop, A628","en","U",407200,399150,"","",0,""
"1000DMBS2456","","900026144A","Matlock Bath","en","Matlock Bath: o/s T.I.C.","en","U",429338,358092,"","",0,""
"1000DMBS2457","","900026144C","Matlock Bath","en","Matlock Bath: opp T.I.C.","en","U",429361,358082,"","",0,""
"1000DNHS4728","","900032034A","Newhall (Swadlincote)","en","Newhall: opp Newhall Social Club","en","U",429171,320744,"","",0,""
"1000DNHS4729","","900032034C","Newhall (Swadlincote)","en","Newhall: o/s Newhall Social Club","en","U",429181,320749,"","",0,""
"1000DSBS1636","","900032044","Swadlincote","en","Swadlincote: Bus Stn","en","U",429856,319738,"","",0,""
"1000DWSF4812","","900032054C","Woodville (Swadlincote)","en","Woodville: nr Kwik-Fit, Bus Shelter","en","U",431183,319186,"","",0,""
"1000DWTG3622","","900032054A","Woodville (Swadlincote)","en","Woodville: MTR Wholesale","en","U",431416,319204,"","",0,""
"109000022166","","900027044B","Derby","en","Derby: Corporation Street, Stop J4","en","U",435418,336292,"","",0,""
"1090BSTN25","","900027044A","Derby","en","Derby: Bus Station","en","U",435664,336235,"","",0,""
"1100DEA09163","","900044035","Exeter City Centre","en","Exeter: Bus Station","en","U",292502,92896,"","",0,""
"1100DEA09164","","900044010","Sandy Gate (Nr Exeter)","en","Exeter Services: M5 Motorway, Coach Park (G)","en","U",296763,91837,"","",0,""
"1100DEA10109","","900098242","Kingsbridge (Devon)","en","Kingsbridge: Bus Station","en","U",273496,44082,"","",0,""
"1100DEA10153","","900098251","Salcombe","en","Salcombe: Shadycombe Road","en","U",273872,39185,"","",0,""
"1100DEA10298","","900044165C","Totnes","en","Totnes: rear of Royal Seven Stars Hotel","en","U",280590,60363,"","",0,""
"1100DEA10299","","900044165A","Totnes","en","Totnes: Royal Seven Stars Hotel","en","U",280551,60440,"","",0,""
"1100DEA10463","","900043100C","Ivybridge","en","Ivybridge: opp Town Hall","en","U",263728,56099,"","",0,""
"1100DEA10464","","900043100A","Ivybridge","en","Ivybridge: o/s Town Hall","en","U",263709,56103,"","",0,""
"1100DEA10644","","900042356","Buck's Cross","en","Buck's Cross: Bideford Bay Holiday Centre","en","U",234731,122905,"","",0,""
"1100DEA10647","","900042325","Clovelly","en","Clovelly Cross: Filling Stn","en","U",231296,123380,"","",0,""
"1100DEA10702","","900042835C","Bideford","en","Bideford: Alliance & Leicester Building Society","en","U",245493,126698,"","",0,""
"1100DEA10706","","900042835A","Bideford","en","Bideford: The Quay","en","U",245474,126671,"","",0,""
"1100DEA10719","","900042865C","Northam (Devon)","en","Northam: Fore Street, Southbound","en","U",244934,129099,"","",0,""
"1100DEA10720","","900042865A","Northam (Devon)","en","Northam: Fore Street, Northbound","en","U",244918,129098,"","",0,""
"1100DEA10728","","900042825A","Westward Ho!","en","Westward Ho!: opp Kingsley Leisure & Holiday ","en","U",244131,129485,"","",0,""
"1100DEA10729","","900042825C","Westward Ho!","en","Westward Ho!: o/s Kingsley Leisure & Holiday ","en","U",244109,129459,"","",0,""
"1100DEA10734","","900042826","Westward Ho!","en","Westward Ho!: Nelson Rd","en","U",243086,129091,"","",0,""
"1100DEA10803","","900042995","Ilfracombe","en","Ilfracombe: Bus Stn","en","U",252254,147771,"","",0,""
"1100DEA10936","","900042030","Chivenor","en","Chivenor: Bus Shelter, o/s Royal Marines Barrack","en","U",250456,134849,"","",0,""
"1100DEA10943","","900042045C","Braunton","en","Braunton: George Hotel","en","U",248824,136468,"","",0,""
"1100DEA10944","","900042045A","Braunton","en","Braunton: opp George Hotel","en","U",248845,136467,"","",0,""
"1100DEA11144","","900042806A","Instow","en","Instow: Quay","en","U",247196,130267,"","",0,""
"1100DEA11145","","900042806C","Instow","en","Instow: Bus Lay-by, opp Quay","en","U",247212,130301,"","",0,""
"1100DEA11158","","900042245","Yelland","en","Yelland: Pottery Lane","en","U",249550,132237,"","",0,""
"1100DEA11169","","900042235A","Fremington (Devon)","en","Fremington: opp New Inn","en","U",251297,132468,"","",0,""
"1100DEA11171","","900042235C","Fremington (Devon)","en","Fremington: o/s Fox & Hounds","en","U",251385,132407,"","",0,""
"1100DEA11178","","900042845A","Bickington (Barnstaple)","en","Bickington: opp Bickington Garage","en","U",253339,132482,"","",0,""
"1100DEA11179","","900042845C","Bickington (Barnstaple)","en","Bickington: o/s Bickington Garage","en","U",253320,132467,"","",0,""
"1100DEA11273","","900042586C","South Molton","en","South Molton: The Square, Barclays Bank","en","U",271339,125863,"","",0,""
"1100DEA11274","","900042586A","South Molton","en","South Molton: 22 Broad St, J.T.Travel","en","U",271395,125871,"","",0,""
"1100DEA11460","","900043355","Tavistock","en","Tavistock: Bus Stn","en","U",247957,74268,"","",0,""
"1100DEA11674","","900044020","Okehampton","en","Okehampton: West St","en","U",258678,95163,"","",0,""
"1100DEA11829","","900098252","Sampford Peverell","en","Sempford Peverell: The Globe","en","U",303157,114248,"","",0,""
"1100DEB10368","","900044115","Seaton (Devon)","en","Seaton: Sea Front","en","U",324479,89900,"","",0,""
"1100DEB11516","","900098245","Lympstone","en","Lympstone: Marine Estate","en","U",299301,84656,"","",0,""
"1100DEC10570","","900098229","Broadclyst","en","Broadclyst: Bus Shelter","en","U",298292,97266,"","",0,""
"1100DEC10720","","900044365","Sidmouth","en","Sidmouth: Triangle","en","U",312453,87332,"","",0,""
"1100DEC10842","","900044030A","Sowton","en","Exeter (Honiton Rd): opp Park & Ride","en","U",296291,92834,"","",0,""
"1100DEC10843","","900044030C","Sowton","en","Exeter (Honiton Rd): Park & Ride","en","U",296308,92805,"","",0,""
"1100DEC10870","","900044037","Clyst Honiton","en","Exeter Airport","en","U",300123,93336,"","",0,""
"1100DEC10884","","900044025C","Exminster","en","Exminster: o/s Victory Hall","en","U",294486,87623,"","",0,""
"1100DEC10886","","900044025A","Exminster","en","Exminster: opp Victory Hall","en","U",294472,87581,"","",0,""
"1100DEC10899","","900044045A","Kenton (Devon)","en","Kenton: Bus Shelter, nr The Triangle","en","U",295865,83403,"","",0,""
"1100DEC10900","","900044045C","Kenton (Devon)","en","Kenton: Bus Shelter, nr Orchard Way","en","U",295880,83342,"","",0,""
