"AtcoCode","OperatorRef","NationalCoachCode","Name","NameLang","LongName","LongNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"1500IM317","","900055034C","Hadleigh (Essex)","en","Hadleigh: London Rd, o/s Stead & Simpson","en","U",581070,187113,"","",0,""
"1500IM343","","900054094","Harlow Town Centre","en","Harlow Town Centre: Bus Station, Stand 5","en","U",544669,210076,"","",0,""
"1500IM40","","900053754C","Great Holland","en","Great Holland: Lions Den P.H.","en","U",621198,219174,"","",0,""
"1500IM41","","900053784C","Kirby Cross","en","Kirby Cross: nr Roundabout","en","U",621830,220761,"","",0,""
"1500IM464","","900055074C","South Benfleet","en","South Benfleet: Tarpots Corner, nr Service Stn","en","U",576957,188485,"","",0,""
"1500IM544","","900055104A","Billericay","en","Billericay: High St, The Chequers","en","U",567506,194768,"","",0,""
"1500IM633","","900055144C","Stock (Essex)","en","Stock: nr War Memorial","en","U",569159,198993,"","",0,""
"1500IM633B","","900055144A","Stock (Essex)","en","Stock: opp War Memorial","en","U",569214,199038,"","",0,""
"1500JMD2","","900053045A","Marks Tey","en","Marks Tey, Opposite Railway Station","en","U",591633,223802,"","",0,""
"1500JMD8","","900053045C","Marks Tey","en","Marks Tey, Outside Railway Station","en","U",591613,223805,"","",0,""
"1500TMPBS1","","900053074","Colchester Town Centre","en","Colchester: Bus Stn","en","U",600000,225103,"","",0,""
"15800338","","900055094C","Westcliff-on-Sea","en","Westcliff-on-Sea: nr The Plough","en","U",586720,186221,"","",0,""
"15800339","","900055094A","Westcliff-on-Sea","en","Westcliff-on-Sea: opp Valkyrie Road","en","U",586841,186180,"","",0,""
"15800355","","900055044A","Leigh-on-Sea","en","Leigh-on-Sea: Elms Hotel","en","U",584278,186576,"","",0,""
"15800356","","900055044C","Leigh-on-Sea","en","Leigh-on-Sea: opp Elms Hotel","en","U",584287,186563,"","",0,""
"15800367","","900055054C","Leigh-on-Sea","en","Leigh-on-Sea: nr Thames Drive","en","U",582545,186565,"","",0,""
"15800368","","900055054A","Leigh-on-Sea","en","Leigh-on-Sea: West of Thames Drive","en","U",582464,186555,"","",0,""
"15800912","","900055084A","Southend-on-Sea","en","Southend-on-sea: Travel Centre, Stop F","en","U",588372,185460,"","",0,""
"1590060114","","900055102","Lakeside (Thurrock)","en","Lakeside: Shopping Centre","en","U",558573,179299,"","",0,""
"1600GL1082","","900017043","Cheltenham (Gloucs)","en","Cheltenham Spa: Royal Well Bus Stn","en","U",394728,222341,"","",0,""
"1600GL124","","900098330","Andoversford","en","Andoversford: Station Road, Cattle Market ","en","U",402325,219785,"","",0,""
"1600GL1271","","900017353A","Cirencester","en","Cirencester: o/s Beeches Car Park","en","U",402798,202003,"","",0,""
"1600GL2139","","900017053A","Arle Court","en","Cheltenham: Arle Court Roundabout, Gloucester Rd","en","U",391300,221832,"","",0,""
"1600GL2140","","900017053C","Arle Court","en","Cheltenham: Arle Court Roundabout, Gloucester Rd","en","U",391288,221801,"","",0,""
"1600GL2150","","900017263","Gloucester","en","Gloucester: Bus Stn","en","U",383499,218577,"","",0,""
"1600GL3451","","900017203A","Newent","en","Newent: Kings Arms Lay-by","en","U",371964,226202,"","",0,""
"1600GL3452","","900017203C","Newent","en","Newent: Kings Arms Inn","en","U",371980,226214,"","",0,""
"1600GL4566","","900017103","Stroud (Gloucs)","en","Stroud: Merrywalks","en","U",385024,205376,"","",0,""
"1600GL4673","","900017113C","Tewkesbury","en","Tewkesbury: opp The Crescent","en","U",389128,232563,"","",0,""
"1600GL4674","","900017113A","Tewkesbury","en","Tewkesbury: The Crescent","en","U",389134,232538,"","",0,""
"1600GL5595","","900017023","Charlton Kings","en","Charlton Kings: Bradley Rd, junct Cirencester Rd","en","U",396411,219910,"","",0,""
"1600GL5596","","900017023A","Charlton Kings","en","Charlton Kings: Bradley Rd, junct Cirencester Ro","en","U",396424,219899,"","",0,""
"1600GL5596","","900017023C","Charlton Kings","en","Charlton Kings: Bradley Rd, junct Cirencester Ro","en","U",396424,219899,"","",0,""
"1600GL5749","","900017233A","Longlevens","en","Gloucester (Longlevens): Filling Stn","en","U",385594,219525,"","",0,""
"1600GL5750","","900017233C","Longlevens","en","Gloucester (Longlevens): nr Elmbridge Rd","en","U",385449,219416,"","",0,""
"1600GLN025","","900017015A","Corse (Gloucs)","en","Staunton: nr Prince of Wales P.H.","en","U",379157,228985,"","",0,""
"1600GLN026","","900017015B","Corse (Gloucs)","en","Staunton: nr Prince of Wales P.H.","en","U",379158,228993,"","",0,""
"1600GLS791","","900017105A","Chalford (Gloucs)","en","Chalford: junction","en","U",389283,202564,"","",0,""
"1600GLS792","","900017105C","Chalford (Gloucs)","en","Chalford: opp junction","en","U",389275,202548,"","",0,""
"1800EB32211","","900021100A","Miles Platting","en","Miles Platting: Oldham Rd, Stop E","en","U",386030,399855,"","",0,""
"1800EB32901","","900021100C","Miles Platting","en","Miles Platting: Oldham Rd, Stop C","en","U",386177,399959,"","",0,""
"1800EB48411","","900021460C","New Moston","en","New Moston Broadway: o/s Leisure Centre","en","U",389063,402670,"","",0,""
"1800EB48431","","900021460A","New Moston","en","New Moston Broadway: opp Leisure Centre","en","U",389046,402688,"","",0,""
"1800ED10461","","900021129C","Failsworth (Oldham)","en","Failsworth: Holy Trinity Church","en","U",388624,400931,"","",0,""
"1800ED19791","","900021461","Chadderton","en","Chadderton: Broadway, nr Middleton Rd","en","U",390398,405401,"","",0,""
"1800ED31741","","900021129A","Failsworth (Oldham)","en","Failsworth: Lamb Inn","en","U",388720,400999,"","",0,""
"1800EH14861","","900021105","Ashton Under Lyne","en","Ashton-under-Lyne: Bus Station","en","U",393716,399328,"","",0,""
"1800EH48541","","900021101A","Hollingworth","en","Hollingworth: opp Memorial","en","U",400292,395986,"","",0,""
"1800EH48551","","900021101C","Hollingworth","en","Hollingworth: Memorial","en","U",400292,396008,"","",0,""
"1800LHBS0A1","","900021005C","Leigh (Wigan)","en","Leigh: Bus Station","en","U",365730,400016,"","",0,""
"1800MABS001","","900021251","Manchester Airport","en","Manchester Airport: The Station, Malaga Ave","en","U",381969,385449,"","",0,""
"1800NCH0541","","900021351","Bury (Greater Manchester)","en","Bury: Interchange Bus Stn","en","U",380417,410477,"","",0,""
"1800NE00681","","900021561","Rochdale","en","Rochdale: Bus Stn","en","U",389826,413507,"","",0,""
"1800NF30261","","900021181C","Ordsall (Salford)","en","Salford (Ordsall): Shell Garage, opp Sainsburys","en","U",382419,397733,"","",0,""
"1800NF30271","","900021181A","Ordsall (Salford)","en","Salford (Ordsall): Sainsburys","en","U",382304,397790,"","",0,""
"1800NF31211","","900021191A","Salford University","en","Salford: University, Museum & Art Gallery","en","U",382027,398668,"","",0,""
"1800NF31221","","900021191C","Salford University","en","Salford: University, opp Museum & Art Gallery","en","U",382028,398639,"","",0,""
"1800OMBS0A1","","900021151","Oldham","en","Oldham Bus Stn","en","U",392400,405213,"","",0,""
"1800SB04801","","900021131A","Manchester City Centre","en","Manchester: Central Coach Station, Stop EV","en","U",384370,397963,"","",0,""
"1800SB33541","","900021132A","Chorlton (Manchester)","en","Manchester (Princess Rd): opp Southern Cemetery","en","U",383206,392052,"","",0,""
"1800SB33551","","900021132C","Chorlton (Manchester)","en","Manchester (Princess Rd): Southern Cemetery","en","U",383204,392084,"","",0,""
"1800SG09541","","900021110","Stockport","en","Stockport: Bus Stn","en","U",389220,390412,"","",0,""
"1800SG40181","","900020051","Hazel Grove (Stockport)","en","Hazel Grove: London Road/Queens Road","en","U",392112,386947,"","",0,""
"1800SHIC0F1","","900098345","Shudehill","en","Manchester: Shude Hill Interchange Stand F","en","U",384240,398814,"","",0,""
"1800SJ00011","","900021200A","Stretford (Trafford)","en","Manchester (Stretford): opp Arndale Centre","en","U",379650,394291,"","",0,""
"1800SJ00071","","900021200C","Stretford (Trafford)","en","Manchester (Stretford): Arndale Centre","en","U",379545,394209,"","",0,""
"1800SJ03431","","900021201A","Sale","en","Sale: Bus Lay-by, o/s Marks & Spencer","en","U",378427,392075,"","",0,""
"1800SJ03441","","900021201C","Sale","en","Sale: Bus Lay-by, opp Marks & Spencer","en","U",378436,392089,"","",0,""
"1800SJ08911","","900021205","Altrincham","en","Altrincham: Interchange Bus Stn","en","U",377012,387984,"","",0,""
"1800WA01921","","900021041","Bolton (Bolton)","en","Bolton: Moor Lane Bus Stn","en","U",371541,408790,"","",0,""
"1800WA04801","","900021045C","Astley Bridge","en","Astley Bridge: Blackburn Rd, Stop E","en","U",371471,411753,"","",0,""
"1800WA19471","","900021045A","Astley Bridge","en","Astley Bridge: Blackburn Rd, Stop H","en","U",371442,411578,"","",0,""
"1800WK35221","","900021005A","Leigh (Wigan)","en","Leigh: Lay-by outside Bus Station","en","U",365649,399998,"","",0,""
"1800WNBS0A1","","900010201","Wigan (Greater Manchester)","en","Wigan: Bus Station, Stand A","en","U",358116,405800,"","",0,""
"1900HA011018","","900062036","Basingstoke","en","Basingstoke: Bus Stn","en","U",463899,152329,"","",0,""
"1900HA020031","","900064106A","Horndean (Hants)","en","Horndean: Shopping Precinct","en","U",470544,113098,"","",0,""
"1900HA020032","","900064106C","Horndean (Hants)","en","Horndean: opp Shopping Precinct","en","U",470570,113125,"","",0,""
"1900HA020102","","900064276C","Petersfield","en","Petersfield: Shackleford House","en","U",474845,123174,"","",0,""
"1900HA020103","","900064276A","Petersfield","en","Petersfield: Bus Lay-by","en","U",474842,123186,"","",0,""
"1900HA040240","","900064046","Fareham","en","Fareham: Bus Stn","en","U",457847,106146,"","",0,""
"1900HA070360","","900064157C","Widley (Hants)","en","Widley: Hampshire Rose","en","U",466887,106707,"","",0,""
"1900HA070367","","900064196A","Purbrook","en","Purbrook: Church","en","U",467314,107959,"","",0,""
"1900HA070368","","900064196C","Purbrook","en","Purbrook: opp Church","en","U",467319,107997,"","",0,""
"1900HA070377","","900064147A","Waterlooville","en","Waterlooville: opp Wellington Way","en","U",468130,109377,"","",0,""
"1900HA070380","","900064147C","Waterlooville","en","Waterlooville: Precinct","en","U",468177,109329,"","",0,""
"1900HA070441","","900064026A","Cowplain","en","Cowplain: Indian Cottage Restaurant","en","U",469122,110978,"","",0,""
"1900HA070442","","900064026C","Cowplain","en","Cowplain: opp Tuckers Pharmacy","en","U",469153,111003,"","",0,""
"1900HA080527","","900065197A","Lyndhurst (Hants)","en","Lyndhurst: opp Lyndhurst Park Hotel","en","U",430247,108182,"","",0,""
"1900HA080528","","900065197C","Lyndhurst (Hants)","en","Lyndhurst: Lyndhurst Park Hotel","en","U",430223,108168,"","",0,""
"1900HA080541","","900065046A","Brockenhurst","en","Brockenhurst: opp College","en","U",430253,102619,"","",0,""
"1900HA080542","","900065046C","Brockenhurst","en","Brockenhurst: College","en","U",430264,102587,"","",0,""
"1900HA080666","","900065086C","Lymington","en","Lymington: Priestlands Place","en","U",431887,95335,"","",0,""
"1900HA080667","","900065086A","Lymington","en","Lymington: Stanford Hill, opp Priestlands Place","en","U",431805,95301,"","",0,""
"1900HA080699","","900065057A","Everton (Hants)","en","Everton Corner: nr Village turning","en","U",429299,94015,"","",0,""
"1900HA080700","","900065057C","Everton (Hants)","en","Everton Corner: opp Village turning","en","U",429267,93990,"","",0,""
"1900HA080757","","900065097A","Milford on Sea","en","Milford-on-Sea: Bus Shelter","en","U",428938,91829,"","",0,""
"1900HA080758","","900065097C","Milford on Sea","en","Milford-on-Sea: opp Bus Shelter","en","U",428927,91811,"","",0,""
"1900HA080782","","900065007C","New Milton","en","New Milton: Post Office","en","U",424475,94765,"","",0,""
"1900HA080783","","900065007B","New Milton","en","New Milton: Whitefield Terminus","en","U",424304,95119,"","",0,""
"1900HA080982","","900065027","Ringwood","en","Ringwood: Stand A, Meeting House Lane","en","U",414758,105309,"","",0,""
"1900HA081046","","900065066C","Fordingbridge","en","Fordingbridge: Hour Glass Restaurant","en","U",415219,115499,"","",0,""
"1900HA081047","","900065066A","Fordingbridge","en","Fordingbridge: opp Hour Glass Restaurant","en","U",415210,115487,"","",0,""
"1900HA081081","","900065007A","New Milton","en","New Milton: Whitefield Terminus","en","U",424254,95093,"","",0,""
"1900HA090119","","900061126A","North Farnborough","en","Farnborough: Kingsmead Shopping Centre","en","U",486964,155329,"","",0,""
"1900HA090122","","900061126C","North Farnborough","en","Farnborough: opp Kingsmead Shopping Centre","en","U",486968,155345,"","",0,""
"1900HA090305","","900061146A","Aldershot","en","Aldershot: Bus Station","en","U",486597,150449,"","",0,""
"1900HA100153","","900065156C","West Wellow","en","West Wellow: Bus Lay-by","en","U",429211,118883,"","",0,""
"1900HA100154","","900065156A","West Wellow","en","West Wellow: Bus Shelter","en","U",428932,119040,"","",0,""
"1900HA100507","","900062216","Andover","en","Andover: Bus Stn, West St","en","U",436268,145595,"","",0,""
"1900HA110055","","900065576","The Close","en","Winchester: The Broadway, Coach Stop","en","U",448489,129328,"","",0,""
"1900HAA09592","","900064157A","Widley (Hants)","en","Widley: opp Hampshire Rose","en","U",466887,106679,"","",0,""
"1980HA120546","","900065146Z","Town Quay","en","Southampton: Town Quay, Red Funnel Terminal","en","U",441944,110914,"","",0,""
"1980HA12549A","","900065136","Southampton City Centre","en","Southampton: Coach Station, Harbour Parade","en","U",441626,111999,"","",0,""
"1980HAA13580","","900065146Y","Town Quay","en","Southampton: Town Quay, Red Funnel Terminal","en","U",441962,110906,"","",0,""
"1980SNA09194","","900065146X","Town Quay","en","Southampton: Town Quay","en","U",441857,111014,"","",0,""
"1980SNA13761","","900065137","Town Quay","en","Southampton: Mayflower Cruise Terminal","en","U",441868,110769,"","",0,""
"1980SNA13762","","900065137M","Town Quay","en","Southampton: Town Quay (on the Pier)","en","U",441876,110754,"","",0,""
"1980SNA13766","","900065146A","Town Quay","en","Southampton: Town Quay, opp Platform Tavern","en","U",442073,110920,"","",0,""
"1980SNA13767","","900065146C","Town Quay","en","Southampton: Town Quay, nr Platform Tavern","en","U",442064,110901,"","",0,""
"1980SNA13768","","900065146M","Town Quay","en","Southampton: Town Quay, High St","en","U",441997,111036,"","",0,""
"1980SNA13769","","900065146N","Town Quay","en","Southampton: Town Quay, High St","en","U",442006,111056,"","",0,""
"1980SNA19777","","900065167A","Highfield (Soton)","en","Southampton: University, Highfield Coach Stop","en","U",442481,115384,"","",0,""
"1980SNA19777","","900065167C","Highfield (Soton)","en","Southampton: University, Highfield Coach Stop","en","U",442481,115384,"","",0,""
"1990HA130408","","900064107","Mile End (Portsmouth)","en","Portsmouth: Continental Ferry Terminal","en","U",464259,101771,"","",0,""
"1990PH130109","","900064115C","Cosham","en","Cosham: Health Centre","en","U",465613,105392,"","",0,""
"1990PH130111","","900064115A","Cosham","en","Cosham: opp Health Centre","en","U",465635,105413,"","",0,""
"1990PH130218","","900064187A","Hilsea","en","Hilsea: opp Citroen Garage","en","U",465431,104383,"","",0,""
"1990PH130222","","900064187C","Hilsea","en","Hilsea: Drayton Garage Services","en","U",465477,104345,"","",0,""
"1990PH130433","","900098013N","Guildhall (Portsmouth)","en","Portsmouth City Centre South: Commercial Road, n","en","U",464151,100380,"","",0,""
"1990PH130436","","900098013M","Guildhall (Portsmouth)","en","Portsmouth City Centre South: Edinburgh Road","en","U",464111,100447,"","",0,""
"1990PH130461","","900064186","Portsea","en","Portsmouth: The Hard Interchange","en","U",463037,100170,"","",0,""
"1990PH130486","","900098015","Southsea (Portsmouth)","en","Portsmouth: opp The Law Courts","en","U",464063,99928,"","",0,""
"1990PH130562","","900064117","Southsea (Portsmouth)","en","Southsea: Clarence Pier","en","U",463528,98858,"","",0,""
"2000G000101","","900018133","Worcester","en","Worcester: Crowngate Bus Station","en","U",384680,254998,"","",0,""
"2000G000800","","900018150","Warndon Villages","en","Worcester: Warndon, Sixways Park & Ride, M5 - J6","en","U",388887,257552,"","",0,""
"2000G001603","","900091053","Droitwich Spa","en","Droitwich Spa: Raven Bus Stop, St Andrews Rd","en","U",389910,263190,"","",0,""
"2000G002501","","900018093C","Pershore","en","Pershore: Coach House","en","U",394956,245737,"","",0,""
"2000G002502","","900018093A","Pershore","en","Pershore: Royal Arcade","en","U",394976,245709,"","",0,""
"2000G002600","","900018003","Drakes Broughton (Worcs)","en","Drakes Broughton: A44, Shelter","en","U",392762,248281,"","",0,""
"2000G009400","","900018253C","Great Malvern","en","Great Malvern: Belle Vue Terrace","en","U",377511,245902,"","",0,""
"2000G009407","","900018253A","Great Malvern","en","Great Malvern: Bus Stop E, Rosebank Gardens","en","U",377474,245808,"","",0,""
"2000G009802","","900018283A","Malvern Link","en","Malvern Link: opp Co-op Supermarket","en","U",378590,247801,"","",0,""
"2000G009803","","900018283C","Malvern Link","en","Malvern Link: o/s Co-op Supermarket","en","U",378764,247937,"","",0,""
"2000G015400","","900018203A","Powick (Worcs)","en","Powick: Lay-by, New Hing Tai Restaurant","en","U",382237,251085,"","",0,""
"2000G016700","","900018223","Malvern Wells","en","Malvern Wells: Hanley Rd, jct. Green Lane","en","U",377677,242343,"","",0,""
"2000G089506","","900018043A","Evesham","en","Evesham: Merstow Green, Stand G","en","U",403548,243706,"","",0,""
"2000G502031","","900018203C","Powick (Worcs)","en","Powick: Hospital Turn","en","U",382223,251058,"","",0,""
"2090A041601","","900016013","Hereford","en","Hereford: Country Bus Stn, Commercial Rd","en","U",351462,240243,"","",0,""
"2090A042100","","900016133","Ross-on-Wye","en","Ross-on-Wye: Cantilupe Rd, Stand 2","en","U",360175,224134,"","",0,""
"2090A044400","","900016023C","Ledbury","en","Ledbury: High St, Market House","en","U",371085,237685,"","",0,""
"2090A044401","","900016023A","Ledbury","en","Ledbury: High St, Market House","en","U",371099,237702,"","",0,""
"2090A18597","","900016043","Pontrilas","en","Pontrilas: En-route, Charity Shop","en","U",339762,227630,"","",0,""
"210021108870","","900051096","Hitchin","en","Hitchin: Railway Station Forecourt","en","U",519274,229808,"","",0,""
"210021109740","","900051094C","Hitchin","en","Hitchin: St Mary's Square, Stop L","en","U",518625,229106,"","",0,""
"210021109880","","900051094A","Hitchin","en","Hitchin: opp St Mary's Square, Stop M","en","U",518655,229124,"","",0,""
"210021110290","","900052294B","Royston (Herts)","en","Royston: Tesco, Old North Rd","en","U",535124,242005,"","",0,""
"210021112740","","900051005E","Letchworth","en","Letchworth: Baldock Rd, Jackman's Pl","en","U",522976,232422,"","",0,""
"210021113780","","900051014E","Baldock","en","Baldock: Hitchin St, opp The Gardens","en","U",524307,233798,"","",0,""
"210021115280","","900051014F","Baldock","en","Baldock: Hitchin St, nr The Gardens","en","U",524297,233778,"","",0,""
"210021115900","","900051005D","Letchworth","en","Letchworth: Baldock Rd, Jackman's Pl","en","U",522925,232378,"","",0,""
"210021200925","","900051055A","Stevenage","en","Stevenage: Bus Stn","en","U",523727,224094,"","",0,""
"210021302040","","900054095A","Hertford","en","Hertford: Mill Road Tesco Store","en","U",533008,212827,"","",0,""
"210021302680","","900051350A","Standon (Herts)","en","Standon (Herts): Kents Lane, adj South Road","en","U",539094,222537,"","",0,""
"210021307440","","900051034A","Bishop's Stortford","en","Bishops Stortford: Interchange, Stand B","en","U",549076,220990,"","",0,""
"210021310300","","900051350C","Standon (Herts)","en","Standon (Herts): Standon Hill, Opposite South Ro","en","U",539048,222513,"","",0,""
"210021406840","","900056106","Hemel Hempstead","en","Hemel Hempstead: Bus Stn","en","U",505445,207090,"","",0,""
"210021504520","","900056086","St Albans","en","St Albans: The Peahen PH, London Road","en","U",514782,207080,"","",0,""
"210021600825","","900054019","Welwyn Garden City","en","Welwyn Garden City: Bus Station, Stop 5","en","U",523928,213057,"","",0,""
"210021602600","","900051164Z","Hatfield (Herts)","en","Hatfield: Queensway Gracemead House","en","U",522408,208514,"","",0,""
"210021901720","","900056166","Watford (Herts)","en","Watford: Junction Interchange, Stop 5","en","U",511018,197263,"","",0,""
"2200YEA00036","","900098286","Pocklington","en","Pocklington: Pocklington Bus Station","en","U",480198,448843,"","",0,""
"2200YEA00092","","900080012","Goole","en","Goole: Airmyn Road","en","U",473612,424169,"","",0,""
"2200YEA00378","","900082022C","Hessle","en","Hessle: Darleys Roundabout","en","U",503371,427358,"","",0,""
"2200YEA00382","","900075032","Driffield (E Yorks)","en","Driffield: East Yorkshire Bus Garage","en","U",502297,457503,"","",0,""
"2200YEA00528","","900075042A","Stamford Bridge (E Yorks)","en","Stamford Bridge: Bus Stop, adj Stamford P.H.","en","U",471249,455558,"","",0,""
"2200YEA00529","","900075042C","Stamford Bridge (E Yorks)","en","Stamford Bridge: Riverside Bus Stop","en","U",471276,455582,"","",0,""
"2200YEA00927","","900082022A","Hessle","en","Hessle: Darleys Roundabout","en","U",503195,427281,"","",0,""
"2200YEA01053","","900075062A","Fridaythorpe","en","Fridaythorpe: o/s Cross Keys P.H.","en","U",487484,459031,"","",0,""
"2200YEA01054","","900075062C","Fridaythorpe","en","Fridaythorpe: opp Cross Keys P.H.","en","U",487488,459014,"","",0,""
"2200YEA01070","","900024012A","Hessle","en","Hessle: Humber Bridge (North Side)","en","U",502136,426231,"","",0,""
"2200YEA01071","","900024012C","Hessle","en","Hessle: A15 Humber Bridge (North Side)","en","U",502100,426230,"","",0,""
"2200YEZ01250","","900075312","Beverley","en","Beverley: Bus Stn, Stand B","en","U",503279,439785,"","",0,""
"2200YEZ01251","","900075022","Bridlington","en","Bridlington: Bus Stn","en","U",518532,466849,"","",0,""
"227000010052","","900098262","Barton-upon-Humber","en","Barton on Humber: Rail Station","en","U",502888,422476,"","",0,""
"227000010053","","900024013","Barton-upon-Humber","en","Humber Bridge (South Side): Lay-by, Ferriby Rd","en","U",502312,421760,"","",0,""
"227000010271","","900098055","Humberside Airport","en","Humberside International Airport: A18","en","U",509334,410917,"","",0,""
"227000010728","","900024022","Scunthorpe","en","Scunthorpe: Bus Stn","en","U",489841,411325,"","",0,""
"227000010790","","900098315","Scunthorpe","en","Scunthorpe: Gallagher Park Coach Stop","en","U",486446,411175,"","",0,""
"228000011259","","900030424A","Cleethorpes","en","Cleethorpes: o/s Barclays Bank","en","U",530489,408920,"","",0,""
"228000011260","","900030424C","Cleethorpes","en","Cleethorpes: o/s Post Office","en","U",530499,408907,"","",0,""
"228000015116","","900030464A","New Waltham","en","New Waltham: Harvest Moon","en","U",528294,404684,"","",0,""
"228000015117","","900030464C","New Waltham","en","New Waltham: opp Harvest Moon","en","U",528324,404705,"","",0,""
"22800001778","","900030434","Grimsby","en","Grimsby: Riverhead (Freshney Place) Bus Stn","en","U",526984,409463,"","",0,""
"2290YHA00175","","900082042C","Eastfield (Kingston upon Hull)","en","Hull: Boothferry Rd, opp Fiveways Hotel","en","U",505717,428013,"","",0,""
"2290YHA00181","","900082042A","Eastfield (Kingston upon Hull)","en","Hull: Boothferry Rd, nr Fiveways Hotel","en","U",505761,428011,"","",0,""
"2290YHA01585","","900082032","Hull","en","Hull: Interchange","en","U",509032,428811,"","",0,""
"2400100073","","900098337","Ebbsfleet","en","Ebbsfleet Intl Rail Stn: Coach Stop","en","U",561450,174128,"","",0,""
"2400100352","","900058327A","Dumpton","en","Ramsgate (Dumpton Park): opp Racing Greyhound","en","U",638790,166295,"","",0,""
"240096296","","900058016Z","Ashford (Kent)","en","Ashford (Kent): International Railway Station","en","U",601070,142237,"","",0,""
"240096590","","900058158","Dover (Kent)","en","Dover (Cruise Terminal): Western Docks","en","U",631936,140303,"","",0,""
"240096619","","900057626","Dartford","en","Dartford: Princes Avenue","en","U",555900,173401,"","",0,""
"240097591","","900058117","Whitfield (Kent)","en","Whitfield: Honeywood Rd, Old Park Barracks","en","U",630241,144481,"","",0,""
"2400A000610A","","900058706A","Maidstone Town Centre","en","Maidstone: King St, Stop G","en","U",576306,155759,"","",0,""
"2400A000620A","","900058706C","Maidstone Town Centre","en","Maidstone: King St, Stop K","en","U",576333,155770,"","",0,""
"2400A008000A","","900058866C","Southborough (Tunbridge Wells)","en","Southborough: Royal Victoria Hall","en","U",558143,142140,"","",0,""
"2400A008190A","","900058866A","Southborough (Tunbridge Wells)","en","Southborough: opp Royal Victoria Hall","en","U",558131,142109,"","",0,""
"2400A008850A","","900092056","Gravesend Town Centre","en","Gravesend: Clarence Row","en","U",564764,173588,"","",0,""
"2400A013940A","","900058586A","Tunbridge Wells Town Centre","en","Tunbridge Wells: opp War Memorial, Stop F","en","U",558462,139527,"","",0,""
"2400A025160A","","900058050A","Willesborough","en","Ashford (Willesborough): Tesco","en","U",604079,141517,"","",0,""
"2400A025170A","","900058050C","Willesborough","en","Ashford (Willesborough): opp Tesco","en","U",604098,141518,"","",0,""
"2400A025890A","","900058016","Ashford Town Centre","en","Ashford (Kent): Park St, Bus Stop A","en","U",601188,142875,"","",0,""
"2400A026980A","","900058828A","Sellindge","en","Sellindge: opp Swan Lane","en","U",610538,137992,"","",0,""
"2400A026990A","","900058828C","Sellindge","en","Sellindge: nr Swan Lane","en","U",610718,137639,"","",0,""
"2400A027010A","","900058827A","Newingreen","en","Newingreen: Crosskeys Coaches","en","U",612626,136186,"","",0,""
"2400A027020A","","900058827C","Newingreen","en","Newingreen: opp Crosskeys Coaches","en","U",612685,136174,"","",0,""
"2400A027370A","","900058856C","Hythe (Kent)","en","Hythe: Military Rd, opp En Route Travel","en","U",615847,134713,"","",0,""
"2400A027450A","","900058876C","Seabrook","en","Seabrook: The Fountain","en","U",618697,134985,"","",0,""
"2400A027500A","","900058307C","Sandgate (Folkestone)","en","Sandgate: nr War Memorial","en","U",620391,135192,"","",0,""
"2400A027540A","","900058307A","Sandgate (Folkestone)","en","Sandgate: Royal Norfolk Hotel","en","U",620338,135164,"","",0,""
"2400A027590A","","900058876A","Seabrook","en","Seabrook: opp The Fountain","en","U",618629,134977,"","",0,""
"2400A027680A","","900058856A","Hythe (Kent)","en","Hythe: Dymchurch Rd, opp En Route Travel","en","U",615822,134678,"","",0,""
"2400A028910A","","900058886","Folkestone Town Centre","en","Folkestone: Bouverie Square Bus Stn","en","U",622605,135927,"","",0,""
"2400A032260A","","900058177A","Upper Walmer","en","Walmer (Dover Rd): opp Thompsons Bell","en","U",636808,150050,"","",0,""
"2400A033070A","","900058177C","Upper Walmer","en","Walmer (Dover Rd): Thompsons Bell","en","U",637046,150372,"","",0,""
"2400A033500A","","900058126","Deal Town Centre","en","Deal: South St, Bus Stn","en","U",637748,152498,"","",0,""
"2400A036130A","","900098336","Tonbridge Town Centre","en","Tonbridge: Rail Stn Stop H","en","U",558782,146037,"","",0,""
"2400A039630A","","900058066","Canterbury","en","Canterbury (Park & Ride): New Dover Rd","en","U",616500,155976,"","",0,""
"2400A039640A","","900058056","Canterbury City Centre","en","Canterbury: Bus Stn","en","U",614984,157505,"","",0,""
"2400A040720A","","900058218C","Whitstable","en","Whitstable: opp Tesco","en","U",611367,166510,"","",0,""
"2400A040730A","","900058218A","Whitstable","en","Whitstable: Tesco","en","U",611327,166485,"","",0,""
"2400A041930A","","900058337A","Birchington-on-Sea","en","Birchington: opp Lloyds TSB Bank","en","U",630283,169068,"","",0,""
"2400A042000A","","900058398C","Westgate-on-Sea","en","Westgate-on-Sea: Bridge Hotel","en","U",632295,170049,"","",0,""
"2400A042130A","","900058398A","Westgate-on-Sea","en","Westgate-on-Sea: Canterbury Rd, adj library","en","U",632345,169739,"","",0,""
"2400A042190A","","900058337C","Birchington-on-Sea","en","Birchington: Lloyds TSB Bank","en","U",630284,169056,"","",0,""
"2400A043740A","","900058316C","Margate Town Centre","en","Margate: opp William Hill","en","U",635193,170825,"","",0,""
"2400A043880A","","900058316A","Margate Town Centre","en","Margate: William Hill","en","U",635302,171060,"","",0,""
"2400A044030A","","900058397A","Cliftonville (Margate)","en","Cliftonville: Esplanade, Grand Hotel","en","U",636672,171232,"","",0,""
