"AtcoCode","Sequence","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"270002700474",3,"U",546005,378318,"","",,"new"
"270002700474",4,"U",545416,378318,"","",,"new"
"270002700475",1,"U",545830,380300,"","",,"new"
"270002700475",2,"U",546980,380300,"","",,"new"
"270002700475",3,"U",546980,379700,"","",,"new"
"270002700475",4,"U",545020,379700,"","",,"new"
"270002700476",1,"U",546201,382933,"","",,"new"
"270002700476",2,"U",547281,382933,"","",,"new"
"270002700476",3,"U",547281,380937,"","",,"new"
"270002700476",4,"U",546201,380937,"","",,"new"
"270002700477",1,"U",550984,383727,"","",,"new"
"270002700477",2,"U",551852,383727,"","",,"new"
"270002700477",3,"U",551852,382867,"","",,"new"
"270002700477",4,"U",550984,382867,"","",,"new"
"270002700478",1,"U",551527,380837,"","",,"new"
"270002700478",2,"U",551527,382884,"","",,"new"
"270002700478",3,"U",552616,382884,"","",,"new"
"270002700478",4,"U",552616,380837,"","",,"new"
"270002700479",1,"U",549945,379702,"","",,"new"
"270002700479",2,"U",550286,379702,"","",,"new"
"270002700479",3,"U",550286,378988,"","",,"new"
"270002700479",4,"U",549945,378988,"","",,"new"
"270002700480",1,"U",548354,379050,"","",,"new"
"270002700480",2,"U",549093,379050,"","",,"new"
"270002700480",3,"U",549093,378771,"","",,"new"
"270002700480",4,"U",548354,378771,"","",,"new"
"270002700481",1,"U",546287,376912,"","",,"new"
"270002700481",2,"U",547568,376912,"","",,"new"
"270002700481",3,"U",547568,376088,"","",,"new"
"270002700481",4,"U",546287,376088,"","",,"new"
"270002700812",1,"U",554586,369156,"","",,"new"
"270002700812",2,"U",555197,369156,"","",,"new"
"270002700812",3,"U",555197,368779,"","",,"new"
"270002700812",4,"U",554586,368779,"","",,"new"
"270002700813",1,"U",545265,376223,"","",,"new"
"270002700813",2,"U",545704,376223,"","",,"new"
"270002700813",3,"U",545704,375812,"","",,"new"
"270002700813",4,"U",545704,375812,"","",,"new"
"270002700814",1,"U",552300,375700,"","",,"new"
"270002700814",2,"U",552300,375220,"","",,"new"
"270002700814",3,"U",553930,375670,"","",,"new"
"270002700814",4,"U",553670,376320,"","",,"new"
"270002700815",1,"U",554490,376420,"","",,"new"
"270002700815",2,"U",554490,375760,"","",,"new"
"270002700815",3,"U",555330,375760,"","",,"new"
"270002700815",4,"U",555330,376420,"","",,"new"
"270002700816",1,"U",553586,367375,"","",,"new"
"270002700816",2,"U",553919,367375,"","",,"new"
"270002700816",3,"U",553919,367100,"","",,"new"
"270002700816",4,"U",553586,367100,"","",,"new"
"270002700817",1,"U",548897,377837,"","",,"new"
"270002700817",2,"U",549596,377837,"","",,"new"
"270002700817",3,"U",549596,377509,"","",,"new"
"270002700817",4,"U",548897,377509,"","",,"new"
"270002700818",1,"U",547898,373234,"","",,"new"
"270002700818",2,"U",548482,373234,"","",,"new"
"270002700818",3,"U",548482,372600,"","",,"new"
"270002700818",4,"U",547898,372600,"","",,"new"
"270002700819",1,"U",548793,365878,"","",,"new"
"270002700819",2,"U",551211,365878,"","",,"new"
"270002700819",3,"U",551211,364408,"","",,"new"
"270002700819",4,"U",548793,364408,"","",,"new"
"270002700820",1,"U",555519,373516,"","",,"new"
"270002700820",2,"U",556417,373516,"","",,"new"
"270002700820",3,"U",556417,372833,"","",,"new"
"270002700820",4,"U",555519,372833,"","",,"new"
"270002700822",1,"U",549980,373912,"","",,"new"
"270002700822",2,"U",550849,373912,"","",,"new"
"270002700822",3,"U",550849,372899,"","",,"new"
"270002700822",4,"U",549980,372899,"","",,"new"
"270002700823",1,"U",547212,374365,"","",,"new"
"270002700823",2,"U",547789,374365,"","",,"new"
"270002700823",3,"U",547789,373977,"","",,"new"
"270002700823",4,"U",547212,373977,"","",,"new"
"270002700824",1,"U",549708,369375,"","",,"new"
"270002700824",2,"U",550438,369375,"","",,"new"
"270002700824",3,"U",550438,368996,"","",,"new"
"270002700824",4,"U",549708,368996,"","",,"new"
"270002700825",1,"U",552999,372677,"","",,"new"
"270002700825",2,"U",554011,372677,"","",,"new"
"270002700825",3,"U",554011,371805,"","",,"new"
"270002700825",4,"U",552999,371805,"","",,"new"
"270002700826",1,"U",550979,376967,"","",,"new"
"270002700826",2,"U",551553,376967,"","",,"new"
"270002700826",3,"U",551553,375926,"","",,"new"
"270002700826",4,"U",550979,375926,"","",,"new"
"270002700827",1,"U",557550,366870,"","",,"new"
"270002700827",2,"U",556520,366870,"","",,"new"
"270002700827",3,"U",556340,367870,"","",,"new"
"270002700827",4,"U",555400,368620,"","",,"new"
"270002700827",5,"U",555270,369620,"","",,"new"
"270002700827",6,"U",555700,370000,"","",,"new"
"270002700827",7,"U",556750,370090,"","",,"new"
"270002700827",8,"U",557550,369840,"","",,"new"
"270002700829",1,"U",551938,381062,"","",,"new"
"270002700829",2,"U",553124,381062,"","",,"new"
"270002700829",3,"U",553124,380122,"","",,"new"
"270002700829",4,"U",551938,380122,"","",,"new"
"270002700830",1,"U",548663,367440,"","",,"new"
"270002700830",2,"U",549445,367440,"","",,"new"
"270002700830",3,"U",549445,366705,"","",,"new"
"270002700830",4,"U",548663,366705,"","",,"new"
"270002700831",1,"U",544991,382628,"","",,"new"
"270002700831",2,"U",545564,382628,"","",,"new"
"270002700831",3,"U",545564,381943,"","",,"new"
"270002700831",4,"U",544991,381943,"","",,"new"
"270002700832",1,"U",545720,377730,"","",,"new"
"270002700832",2,"U",546420,377730,"","",,"new"
"270002700832",3,"U",546420,377460,"","",,"new"
"270002700832",4,"U",545720,377460,"","",,"new"
"270002700833",1,"U",549010,376136,"","",,"new"
"270002700833",2,"U",549458,376136,"","",,"new"
"270002700833",3,"U",549458,375668,"","",,"new"
"270002700833",4,"U",549010,375668,"","",,"new"
"270002700834",1,"U",555855,365942,"","",,"new"
"270002700834",2,"U",556212,365942,"","",,"new"
"270002700834",3,"U",556212,365602,"","",,"new"
"270002700834",4,"U",555855,365602,"","",,"new"
"270002700887",1,"U",510987,394922,"","",,"new"
"270002700887",2,"U",511817,394922,"","",,"new"
"270002700887",3,"U",511817,394411,"","",,"new"
"270002700887",4,"U",510987,394411,"","",,"new"
"270002700933",1,"U",487050,393040,"","",,"new"
"270002700933",2,"U",487360,393040,"","",,"new"
"270002700933",3,"U",487360,392860,"","",,"new"
"270002700933",4,"U",487050,392860,"","",,"new"
"270002700934",1,"U",484721,395373,"","",,"new"
"270002700934",2,"U",486126,395373,"","",,"new"
"270002700934",3,"U",486126,394311,"","",,"new"
"270002700934",4,"U",484721,394311,"","",,"new"
"270002700935",1,"U",486718,391822,"","",,"new"
"270002700935",2,"U",487401,391822,"","",,"new"
"270002700935",3,"U",487401,390933,"","",,"new"
"270002700935",4,"U",486718,390933,"","",,"new"
"270002700936",1,"U",481480,400010,"","",,"new"
"270002700936",2,"U",481580,400000,"","",,"new"
"270002700936",3,"U",481680,399310,"","",,"new"
"270002700936",4,"U",481570,399290,"","",,"new"
"270002700936",5,"U",481380,399720,"","",,"new"
"270002700936",6,"U",481370,399870,"","",,"new"
"270002700937",1,"U",478830,394672,"","",,"new"
"270002700937",2,"U",479360,394672,"","",,"new"
"270002700937",3,"U",479360,394430,"","",,"new"
"270002700937",4,"U",478780,394070,"","",,"new"
"270002700937",5,"U",478740,394410,"","",,"new"
"270002700938",1,"U",483609,382755,"","",,"new"
"270002700938",2,"U",483999,382755,"","",,"new"
"270002700938",3,"U",483999,382497,"","",,"new"
"270002700938",4,"U",483609,382497,"","",,"new"
"270002700939",1,"U",487196,388723,"","",,"new"
"270002700939",2,"U",488353,388723,"","",,"new"
"270002700939",3,"U",488353,388199,"","",,"new"
"270002700939",4,"U",487196,388199,"","",,"new"
"270002700940",1,"U",486987,386141,"","",,"new"
"270002700940",2,"U",487752,386141,"","",,"new"
"270002700940",3,"U",487752,385671,"","",,"new"
"270002700940",4,"U",486987,385671,"","",,"new"
"270002700941",1,"U",482772,384868,"","",,"new"
"270002700941",2,"U",483227,384868,"","",,"new"
"270002700941",3,"U",483227,384573,"","",,"new"
"270002700941",4,"U",482772,384573,"","",,"new"
"270002700942",1,"U",483857,385903,"","",,"new"
"270002700942",2,"U",484483,385903,"","",,"new"
"270002700942",3,"U",484483,385523,"","",,"new"
"270002700942",4,"U",483857,385523,"","",,"new"
"270002700943",1,"U",482280,387354,"","",,"new"
"270002700943",2,"U",483626,387354,"","",,"new"
"270002700943",3,"U",483626,386296,"","",,"new"
"270002700943",4,"U",482280,386296,"","",,"new"
"270002700944",1,"U",484330,397637,"","",,"new"
"270002700944",2,"U",485175,397637,"","",,"new"
"270002700944",3,"U",485175,397153,"","",,"new"
"270002700944",4,"U",484330,397153,"","",,"new"
"270002700945",1,"U",480198,392507,"","",,"new"
"270002700945",2,"U",481540,392507,"","",,"new"
"270002700945",3,"U",481540,391329,"","",,"new"
"270002700945",4,"U",480198,391329,"","",,"new"
"270002700946",1,"U",483583,382286,"","",,"new"
"270002700946",2,"U",484617,382286,"","",,"new"
"270002700946",3,"U",484617,381629,"","",,"new"
"270002700946",4,"U",483583,381629,"","",,"new"
"270002700947",1,"U",489328,397295,"","",,"new"
"270002700947",2,"U",489805,397295,"","",,"new"
"270002700947",3,"U",489805,396257,"","",,"new"
"270002700947",4,"U",489328,396257,"","",,"new"
"270002700948",1,"U",488116,383156,"","",,"new"
"270002700948",2,"U",488354,383156,"","",,"new"
"270002700948",3,"U",488354,382911,"","",,"new"
"270002700948",4,"U",488116,382911,"","",,"new"
"270002700949",1,"U",486127,393969,"","",,"new"
"270002700949",2,"U",486383,393969,"","",,"new"
"270002700949",3,"U",486383,393676,"","",,"new"
"270002700949",4,"U",486127,393676,"","",,"new"
"270002700950",1,"U",487941,382260,"","",,"new"
"270002700950",2,"U",488546,382260,"","",,"new"
"270002700950",3,"U",488546,381790,"","",,"new"
"270002700950",4,"U",487941,381790,"","",,"new"
"270002700951",1,"U",488486,381481,"","",,"new"
"270002700951",2,"U",489550,381481,"","",,"new"
"270002700951",3,"U",489550,379577,"","",,"new"
"270002700951",4,"U",488486,379577,"","",,"new"
"270002700952",1,"U",487412,389881,"","",,"new"
"270002700952",2,"U",487808,389881,"","",,"new"
"270002700952",3,"U",487808,389523,"","",,"new"
"270002700952",4,"U",487412,389523,"","",,"new"
"270002700953",1,"U",486519,387181,"","",,"new"
"270002700953",2,"U",487171,387181,"","",,"new"
"270002700953",3,"U",487171,386384,"","",,"new"
"270002700953",4,"U",486519,386384,"","",,"new"
"270002700954",1,"U",478699,392800,"","",,"new"
"270002700954",2,"U",478699,393165,"","",,"new"
"270002700954",3,"U",478844,393165,"","",,"new"
"270002700954",4,"U",478844,392800,"","",,"new"
"270002700955",1,"U",487047,385209,"","",,"new"
"270002700955",2,"U",488056,385209,"","",,"new"
"270002700955",3,"U",488056,384042,"","",,"new"
"270002700955",4,"U",487047,384042,"","",,"new"
"270002700956",1,"U",480758,397736,"","",,"new"
"270002700956",2,"U",480758,398177,"","",,"new"
"270002700956",3,"U",480925,398177,"","",,"new"
"270002700956",4,"U",480925,397736,"","",,"new"
"270002700957",1,"U",489493,392116,"","",,"new"
"270002700957",2,"U",489860,392116,"","",,"new"
"270002700957",3,"U",489860,391748,"","",,"new"
"270002700957",4,"U",489493,391748,"","",,"new"
"270002700966",1,"U",533790,394566,"","",,"new"
"270002700966",2,"U",534346,394566,"","",,"new"
"270002700966",3,"U",534346,394067,"","",,"new"
"270002700966",4,"U",533790,394067,"","",,"new"
"270002700967",1,"U",533559,395155,"","",,"new"
"270002700967",2,"U",534082,395155,"","",,"new"
"270002700967",3,"U",534082,394520,"","",,"new"
"270002700967",4,"U",533559,394520,"","",,"new"
"270002700968",1,"U",534692,393790,"","",,"new"
"270002700968",2,"U",535584,393790,"","",,"new"
"270002700968",3,"U",535584,392007,"","",,"new"
"270002700968",4,"U",534692,392007,"","",,"new"
"270002700969",1,"U",532266,397818,"","",,"new"
"270002700969",2,"U",533835,397818,"","",,"new"
"270002700969",3,"U",533835,396863,"","",,"new"
"270002700969",4,"U",532266,396863,"","",,"new"
"270002700970",1,"U",536855,390975,"","",,"new"
"270002700970",2,"U",537561,390975,"","",,"new"
"270002700970",3,"U",537561,390483,"","",,"new"
"270002700970",4,"U",536855,390483,"","",,"new"
"270002700971",1,"U",537519,389725,"","",,"new"
"270002700971",2,"U",538356,389725,"","",,"new"
"270002700971",3,"U",538356,388649,"","",,"new"
"270002700971",4,"U",537519,388649,"","",,"new"
"270002700972",1,"U",538683,389082,"","",,"new"
"270002700972",2,"U",539772,389082,"","",,"new"
"270002700972",3,"U",539772,387447,"","",,"new"
"270002700972",4,"U",538683,387447,"","",,"new"
"270002700973",1,"U",539147,387462,"","",,"new"
"270002700973",2,"U",540431,387462,"","",,"new"
"270002700973",3,"U",540431,386309,"","",,"new"
"270002700973",4,"U",539147,386309,"","",,"new"
"270002700974",1,"U",539750,385845,"","",,"new"
"270002700974",2,"U",540222,385845,"","",,"new"
"270002700974",3,"U",540222,385226,"","",,"new"
"270002700974",4,"U",539750,385226,"","",,"new"
"270002700975",1,"U",540634,385586,"","",,"new"
"270002700975",2,"U",541518,385586,"","",,"new"
"270002700975",3,"U",541518,384926,"","",,"new"
"270002700975",4,"U",540634,384926,"","",,"new"
"270002700976",1,"U",541774,390123,"","",,"new"
"270002700976",2,"U",544519,390123,"","",,"new"
"270002700976",3,"U",544519,388436,"","",,"new"
"270002700976",4,"U",541774,388436,"","",,"new"
"270002700977",1,"U",544367,390894,"","",,"new"
"270002700977",2,"U",545740,390894,"","",,"new"
"270002700977",3,"U",545740,390121,"","",,"new"
"270002700977",4,"U",544367,390121,"","",,"new"
"270002700978",1,"U",542711,392931,"","",,"new"
"270002700978",2,"U",544616,392931,"","",,"new"
"270002700978",3,"U",544616,391502,"","",,"new"
"270002700978",4,"U",542711,391502,"","",,"new"
"270002700979",1,"U",541140,394071,"","",,"new"
"270002700979",2,"U",542071,394071,"","",,"new"
"270002700979",3,"U",542071,393621,"","",,"new"
"270002700979",4,"U",541140,393621,"","",,"new"
"270002700980",1,"U",528660,393592,"","",,"new"
"270002700980",2,"U",529178,393592,"","",,"new"
"270002700980",3,"U",529178,393024,"","",,"new"
"270002700980",4,"U",528660,393024,"","",,"new"
"270002700982",1,"U",544701,394549,"","",,"new"
"270002700982",2,"U",545699,394549,"","",,"new"
"270002700982",3,"U",545699,393019,"","",,"new"
"270002700982",4,"U",544701,393019,"","",,"new"
"270002700983",1,"U",547139,389303,"","",,"new"
"270002700983",2,"U",548173,389303,"","",,"new"
"270002700983",3,"U",548173,387921,"","",,"new"
"270002700983",4,"U",547139,387921,"","",,"new"
"270002700984",1,"U",546229,388376,"","",,"new"
"270002700984",2,"U",547462,388376,"","",,"new"
"270002700984",3,"U",547462,386788,"","",,"new"
"270002700984",4,"U",546229,386788,"","",,"new"
"270002700985",1,"U",523355,308987,"","",,"new"
"270002700985",2,"U",523355,311104,"","",,"new"
"270002700985",3,"U",524933,311104,"","",,"new"
"270002700985",4,"U",524933,308987,"","",,"new"
"270002700986",1,"U",492750,391250,"","",,"new"
"270002700986",2,"U",493623,391250,"","",,"new"
"270002700986",3,"U",493623,390609,"","",,"new"
"270002700986",4,"U",492750,390609,"","",,"new"
"270002700987",1,"U",494498,390522,"","",,"new"
"270002700987",2,"U",496048,390522,"","",,"new"
"270002700987",3,"U",496048,389322,"","",,"new"
"270002700987",4,"U",494498,389322,"","",,"new"
"270002700988",1,"U",493053,390250,"","",,"new"
"270002700988",2,"U",494234,390250,"","",,"new"
"270002700988",3,"U",494234,389609,"","",,"new"
"270002700988",4,"U",493053,389609,"","",,"new"
"270002700989",1,"U",494285,388370,"","",,"new"
"270002700989",2,"U",495139,388370,"","",,"new"
"270002700989",3,"U",495139,387766,"","",,"new"
"270002700989",4,"U",494285,387766,"","",,"new"
"270002700990",1,"U",494436,386019,"","",,"new"
"270002700990",2,"U",495599,386019,"","",,"new"
"270002700990",3,"U",495599,385617,"","",,"new"
"270002700990",4,"U",494436,385617,"","",,"new"
"270002700991",1,"U",494280,382789,"","",,"new"
"270002700991",2,"U",494280,383838,"","",,"new"
"270002700991",3,"U",495149,383838,"","",,"new"
"270002700991",4,"U",495149,382789,"","",,"new"
"270002700992",1,"U",490544,383206,"","",,"new"
"270002700992",2,"U",490983,383206,"","",,"new"
"270002700992",3,"U",490983,383040,"","",,"new"
"270002700992",4,"U",490544,383040,"","",,"new"
"270002700993",1,"U",489817,379486,"","",,"new"
"270002700993",2,"U",490122,379486,"","",,"new"
"270002700993",3,"U",490122,378893,"","",,"new"
"270002700993",4,"U",489817,378893,"","",,"new"
"270002700994",1,"U",484458,379334,"","",,"new"
"270002700994",2,"U",484458,379656,"","",,"new"
"270002700994",3,"U",484747,379656,"","",,"new"
"270002700994",4,"U",484747,379334,"","",,"new"
"270002700995",1,"U",492858,393734,"","",,"new"
"270002700995",2,"U",493375,393734,"","",,"new"
"270002700995",3,"U",493375,392776,"","",,"new"
"270002700995",4,"U",492858,392776,"","",,"new"
"270002700996",1,"U",493091,394613,"","",,"new"
"270002700996",2,"U",493763,394613,"","",,"new"
"270002700996",3,"U",493763,394201,"","",,"new"
"270002700996",4,"U",493091,394201,"","",,"new"
"270002700997",1,"U",493214,396503,"","",,"new"
"270002700997",2,"U",493658,396503,"","",,"new"
"270002700997",3,"U",493658,395715,"","",,"new"
"270002700997",4,"U",493214,395715,"","",,"new"
"270002701087",1,"U",548863,358684,"","",,"new"
"270002701087",2,"U",550073,358684,"","",,"new"
"270002701087",3,"U",550073,357500,"","",,"new"
"270002701087",4,"U",548863,357500,"","",,"new"
"270002701088",1,"U",487986,357975,"","",,"new"
"270002701088",2,"U",488420,357975,"","",,"new"
"270002701088",3,"U",488420,357379,"","",,"new"
"270002701088",4,"U",487986,357379,"","",,"new"
"270002701226",1,"U",505070,348071,"","",,"new"
"270002701226",2,"U",506384,349238,"","",,"new"
"270002701226",3,"U",506384,349238,"","",,"new"
"270002701226",4,"U",505070,348071,"","",,"new"
"270002701227",1,"U",508913,347121,"","",,"new"
"270002701227",2,"U",510106,347121,"","",,"new"
"270002701227",3,"U",510106,347920,"","",,"new"
"270002701227",4,"U",508913,347920,"","",,"new"
"270002701228",1,"U",511525,346836,"","",,"new"
"270002701228",2,"U",512777,347886,"","",,"new"
"270002701228",3,"U",512777,347886,"","",,"new"
"270002701228",4,"U",511525,346836,"","",,"new"
"270002701229",1,"U",513004,347365,"","",,"new"
"270002701229",2,"U",513845,347365,"","",,"new"
"270002701229",3,"U",513845,348071,"","",,"new"
"270002701229",4,"U",513004,348071,"","",,"new"
"270002701230",1,"U",513198,345861,"","",,"new"
"270002701230",2,"U",514038,345861,"","",,"new"
"270002701230",3,"U",514038,346567,"","",,"new"
"270002701230",4,"U",513198,346567,"","",,"new"
"270002701231",1,"U",511215,344820,"","",,"new"
"270002701231",2,"U",512055,344820,"","",,"new"
"270002701231",3,"U",512055,345525,"","",,"new"
"270002701231",4,"U",511215,345525,"","",,"new"
"270002701232",1,"U",509484,344618,"","",,"new"
"270002701232",2,"U",510358,344618,"","",,"new"
"270002701232",3,"U",510358,346374,"","",,"new"
"270002701232",4,"U",509484,346374,"","",,"new"
"270002701233",1,"U",513156,343173,"","",,"new"
"270002701233",2,"U",515298,343173,"","",,"new"
"270002701233",3,"U",515298,344879,"","",,"new"
"270002701233",4,"U",513156,344879,"","",,"new"
"270002701234",1,"U",514542,342451,"","",,"new"
"270002701234",2,"U",515348,342451,"","",,"new"
"270002701234",3,"U",515348,343266,"","",,"new"
"270002701234",4,"U",514542,343266,"","",,"new"
"270002701235",1,"U",514155,341392,"","",,"new"
"270002701235",2,"U",514962,341392,"","",,"new"
"270002701235",3,"U",514962,342207,"","",,"new"
"270002701235",4,"U",514155,342207,"","",,"new"
"270002701236",1,"U",513433,340182,"","",,"new"
"270002701236",2,"U",514441,340182,"","",,"new"
"270002701236",3,"U",514441,341115,"","",,"new"
"270002701236",4,"U",513433,341115,"","",,"new"
"270002701237",1,"U",511366,341879,"","",,"new"
"270002701237",2,"U",512383,341879,"","",,"new"
"270002701237",3,"U",512383,342560,"","",,"new"
"270002701237",4,"U",511366,342560,"","",,"new"
"270002701238",1,"U",509375,340804,"","",,"new"
"270002701238",2,"U",509904,340804,"","",,"new"
"270002701238",3,"U",509904,341300,"","",,"new"
"270002701238",4,"U",509375,341300,"","",,"new"
"270002701239",1,"U",509148,340292,"","",,"new"
"270002701239",2,"U",509677,340292,"","",,"new"
"270002701239",3,"U",509677,340787,"","",,"new"
"270002701239",4,"U",509148,340787,"","",,"new"
"270002701240",1,"U",508821,337864,"","",,"new"
"270002701240",2,"U",509694,337864,"","",,"new"
"270002701240",3,"U",509694,338351,"","",,"new"
"270002701240",4,"U",508821,338351,"","",,"new"
"270002701241",1,"U",512509,337132,"","",,"new"
"270002701241",2,"U",513702,337132,"","",,"new"
"270002701241",3,"U",513702,338275,"","",,"new"
"270002701241",4,"U",512509,338275,"","",,"new"
"270002701242",1,"U",511274,334722,"","",,"new"
"270002701242",2,"U",512467,334722,"","",,"new"
"270002701242",3,"U",512467,335864,"","",,"new"
"270002701242",4,"U",511274,335864,"","",,"new"
"270002701243",1,"U",510938,333604,"","",,"new"
"270002701243",2,"U",512358,333604,"","",,"new"
"270002701243",3,"U",512358,334704,"","",,"new"
"270002701243",4,"U",510938,334704,"","",,"new"
"270002701244",1,"U",518499,343306,"","",,"new"
"270002701244",2,"U",521313,343306,"","",,"new"
"270002701244",3,"U",521313,344870,"","",,"new"
"270002701244",4,"U",518499,344870,"","",,"new"
"270002701245",1,"U",516551,348915,"","",,"new"
"270002701245",2,"U",518272,348915,"","",,"new"
"270002701245",3,"U",518272,350155,"","",,"new"
"270002701245",4,"U",516551,350155,"","",,"new"
"270002701246",1,"U",514792,351876,"","",,"new"
"270002701246",2,"U",515608,351876,"","",,"new"
"270002701246",3,"U",515608,353101,"","",,"new"
"270002701246",4,"U",514792,353101,"","",,"new"
"270002701247",1,"U",511019,350019,"","",,"new"
"270002701247",2,"U",511904,350019,"","",,"new"
"270002701247",3,"U",511904,350942,"","",,"new"
"270002701247",4,"U",511019,350942,"","",,"new"
"270002701248",1,"U",506741,350291,"","",,"new"
"270002701248",2,"U",510231,350291,"","",,"new"
"270002701248",3,"U",510231,351672,"","",,"new"
"270002701248",4,"U",506741,351672,"","",,"new"
"270002701249",1,"U",507373,352304,"","",,"new"
"270002701249",2,"U",509162,352304,"","",,"new"
"270002701249",3,"U",509162,353441,"","",,"new"
"270002701249",4,"U",507373,353441,"","",,"new"
"270002701250",1,"U",505972,353305,"","",,"new"
"270002701250",2,"U",507295,353305,"","",,"new"
"270002701250",3,"U",507295,354355,"","",,"new"
"270002701250",4,"U",505972,354355,"","",,"new"
"270002701251",1,"U",507557,354550,"","",,"new"
"270002701251",2,"U",508880,354550,"","",,"new"
"270002701251",3,"U",508880,355600,"","",,"new"
"270002701251",4,"U",507557,355600,"","",,"new"
"270002701252",1,"U",504660,354676,"","",,"new"
"270002701252",2,"U",505865,354676,"","",,"new"
"270002701252",3,"U",505865,355687,"","",,"new"
"270002701252",4,"U",504660,355687,"","",,"new"
"270002701253",1,"U",507693,356125,"","",,"new"
"270002701253",2,"U",508880,356125,"","",,"new"
"270002701253",3,"U",508880,357194,"","",,"new"
"270002701253",4,"U",507693,357194,"","",,"new"
"270002701254",1,"U",507975,357544,"","",,"new"
"270002701254",2,"U",509055,357544,"","",,"new"
"270002701254",3,"U",509055,358177,"","",,"new"
"270002701254",4,"U",507975,358177,"","",,"new"
"270002701255",1,"U",500994,351710,"","",,"new"
"270002701255",2,"U",501577,351710,"","",,"new"
"270002701255",3,"U",501577,352371,"","",,"new"
"270002701255",4,"U",500994,352371,"","",,"new"
"270002701256",1,"U",499584,349182,"","",,"new"
"270002701256",2,"U",501995,349182,"","",,"new"
"270002701256",3,"U",501995,350330,"","",,"new"
"270002701256",4,"U",499584,350330,"","",,"new"
"270002701257",1,"U",502372,349565,"","",,"new"
"270002701257",2,"U",503904,349565,"","",,"new"
"270002701257",3,"U",503904,350429,"","",,"new"
"270002701257",4,"U",502372,350429,"","",,"new"
"270002701258",1,"U",498655,348950,"","",,"new"
"270002701258",2,"U",499232,348950,"","",,"new"
"270002701258",3,"U",499232,349748,"","",,"new"
"270002701258",4,"U",498655,349748,"","",,"new"
"270002701259",1,"U",494665,351410,"","",,"new"
"270002701259",2,"U",495659,351410,"","",,"new"
"270002701259",3,"U",495659,352915,"","",,"new"
"270002701259",4,"U",494665,352915,"","",,"new"
"270002701260",1,"U",494286,349502,"","",,"new"
"270002701260",2,"U",495281,349502,"","",,"new"
"270002701260",3,"U",495281,351007,"","",,"new"
"270002701260",4,"U",494286,351007,"","",,"new"
"270002701261",1,"U",493310,347724,"","",,"new"
"270002701261",2,"U",494335,347724,"","",,"new"
"270002701261",3,"U",494335,348964,"","",,"new"
"270002701261",4,"U",493310,348964,"","",,"new"
"270002701262",1,"U",493495,347467,"","",,"new"
"270002701262",2,"U",494339,347467,"","",,"new"
"270002701262",3,"U",494339,347721,"","",,"new"
"270002701262",4,"U",493495,347721,"","",,"new"
"270002701263",1,"U",494629,345799,"","",,"new"
"270002701263",2,"U",495272,345799,"","",,"new"
"270002701263",3,"U",495272,346826,"","",,"new"
"270002701263",4,"U",494629,346826,"","",,"new"
"270002701264",1,"U",494425,344602,"","",,"new"
"270002701264",2,"U",495543,344602,"","",,"new"
"270002701264",3,"U",495543,345568,"","",,"new"
"270002701264",4,"U",494425,345568,"","",,"new"
"270002701265",1,"U",495989,343231,"","",,"new"
"270002701265",2,"U",496920,343231,"","",,"new"
"270002701265",3,"U",496920,344061,"","",,"new"
"270002701265",4,"U",495989,344061,"","",,"new"
"270002701266",1,"U",496734,343626,"","",,"new"
"270002701266",2,"U",497485,343626,"","",,"new"
"270002701266",3,"U",497485,344935,"","",,"new"
"270002701266",4,"U",496734,344935,"","",,"new"
"270002701267",1,"U",498077,343270,"","",,"new"
"270002701267",2,"U",498845,343270,"","",,"new"
"270002701267",3,"U",498845,344738,"","",,"new"
"270002701267",4,"U",498077,344738,"","",,"new"
"270002701268",1,"U",499906,342683,"","",,"new"
"270002701268",2,"U",500905,342683,"","",,"new"
"270002701268",3,"U",500905,343524,"","",,"new"
"270002701268",4,"U",499906,343524,"","",,"new"
"270002701269",1,"U",501994,345048,"","",,"new"
"270002701269",2,"U",503225,345048,"","",,"new"
"270002701269",3,"U",503225,346301,"","",,"new"
"270002701269",4,"U",501994,346301,"","",,"new"
"270002701270",1,"U",501927,346302,"","",,"new"
"270002701270",2,"U",502495,346302,"","",,"new"
"270002701270",3,"U",502495,346836,"","",,"new"
"270002701270",4,"U",501927,346836,"","",,"new"
"270002701271",1,"U",504787,342581,"","",,"new"
"270002701271",2,"U",505911,342581,"","",,"new"
"270002701271",3,"U",505911,343134,"","",,"new"
"270002701271",4,"U",504787,343134,"","",,"new"
"270002701272",1,"U",504480,340458,"","",,"new"
"270002701272",2,"U",505630,340458,"","",,"new"
"270002701272",3,"U",505630,341225,"","",,"new"
"270002701272",4,"U",504480,341225,"","",,"new"
"270002701273",1,"U",501776,339675,"","",,"new"
"270002701273",2,"U",502637,339675,"","",,"new"
"270002701273",3,"U",502637,340450,"","",,"new"
"270002701273",4,"U",501776,340450,"","",,"new"
"270002701274",1,"U",500683,339267,"","",,"new"
"270002701274",2,"U",501240,339267,"","",,"new"
"270002701274",3,"U",501240,339728,"","",,"new"
"270002701274",4,"U",500683,339728,"","",,"new"
"270002701275",1,"U",500036,338738,"","",,"new"
"270002701275",2,"U",500662,338738,"","",,"new"
"270002701275",3,"U",500662,339486,"","",,"new"
"270002701275",4,"U",500036,339486,"","",,"new"
